review_id,suggested_action,action,match_status,match_tier,match_note,wiki_sourcePage,wiki_dynastySection,wiki_dyn_candidates,wiki_fief,fief_corrected,wiki_pn,pn_corrected,wiki_nt,wiki_person,wiki_personBare,wiki_startYear,wiki_endYear,wikidataId,wikiPersonUrl,norbert_person_id,norbert_nt_ind,norbert_can_name,norbert_dyn,norbert_fief,norbert_pn,norbert_nt,norbert_start_year,norbert_end_year,norbert_dyn_id,fill_notes,reviewer_notes
760,review,,wiki_only,,no Norbert match,燕太祖,,,,,,,,前燕,前燕,,,Q1472004,https://zh.wikipedia.org/wiki/%E5%89%8D%E7%87%95,,,,,,,,,,,,
761,review,,wiki_only,,no Norbert match,燕太祖,,,,,,,,北燕,北燕,,,Q2006864,https://zh.wikipedia.org/wiki/%E5%8C%97%E7%87%95,,,,,,,,,,,,
762,update_nt,,matched,C,Norbert row incomplete,甘陵王,漢朝,東漢|西漢|漢,甘陵,,威,,王,劉理,劉理,148,173,,https://zh.wikipedia.org/wiki/%E5%88%98%E7%90%86_(%E7%94%98%E9%99%B5%E7%8E%8B),14400,1980,劉理,漢,甘陵,,王,,,46,,
763,review,,wiki_only,,no Norbert match,甘陵王,漢朝,東漢|西漢|漢,甘陵,,貞,,王,劉定,劉定,173,177,,https://zh.wikipedia.org/wiki/%E5%88%98%E5%AE%9A_(%E7%94%98%E9%99%B5%E7%8E%8B),,,,,,,,,,,,
764,insert_nt,,person_only,E,"person in Norbert, no matching NT row",甘陵王,漢朝,東漢|西漢|漢,甘陵,,獻,,王,劉忠,劉忠,177,190,Q6852951,https://zh.wikipedia.org/wiki/%E5%8A%89%E9%96%8B_(%E6%BC%A2%E6%9C%9D),2001,,劉忠,,,,,,,,,
765,insert_nt,,person_only,E,"person in Norbert, no matching NT row",甘陵王,蜀漢,蜀漢,甘陵,,,,王,劉永,劉永,,,,https://zh.wikipedia.org/wiki/%E5%88%98%E6%B0%B8_(%E4%B8%89%E5%9B%BD),8424,,劉永,,,,,,,,,
766,update_nt,,matched,D,Norbert row incomplete,真定王,漢朝,東漢|西漢|漢,真定,,頃,,王,劉平,劉平,,,Q48928539,https://zh.wikipedia.org/wiki/%E5%8A%89%E5%B9%B3_(%E7%9C%9F%E5%AE%9A%E7%8E%8B),14503,2008,劉平,漢,原鄉,,侯,,,43,,
767,review,,wiki_only,,no Norbert match,真定王,漢朝,東漢|西漢|漢,真定,,烈,,王,劉偃,劉偃,,,Q17128462,https://zh.wikipedia.org/wiki/%E5%8A%89%E5%81%83_(%E7%9C%9F%E5%AE%9A%E7%8E%8B),,,,,,,,,,,,
768,review,,wiki_only,,no Norbert match,真定王,漢朝,東漢|西漢|漢,真定,,孝,,王,劉由,劉由,,,Q17128482,https://zh.wikipedia.org/wiki/%E5%88%98%E7%94%B1,,,,,,,,,,,,
769,review,,wiki_only,,no Norbert match,真定王,漢朝,東漢|西漢|漢,真定,,安,,王,劉雍,劉雍,,,Q17128473,https://zh.wikipedia.org/wiki/%E5%88%98%E9%9B%8D_(%E7%9C%9F%E5%AE%9A%E7%8E%8B),,,,,,,,,,,,
770,review,,ambiguous,D,2 Norbert candidates,真定王,漢朝,東漢|西漢|漢,真定,,共,,王,劉普,劉普,,,Q17128441,https://zh.wikipedia.org/wiki/%E5%8A%89%E6%99%AE_(%E7%9C%9F%E5%AE%9A%E7%8E%8B),14443,1996,劉普,漢,北海,頃,王,,,46,,
771,review,,wiki_only,,no Norbert match,真定王,漢朝,東漢|西漢|漢,真定,,,,王,劉楊,劉楊,7,8,Q11398334,https://zh.wikipedia.org/wiki/%E5%8A%89%E6%A5%8A,,,,,,,,,,,,
772,update_nt,,matched,D,Norbert row incomplete,真定王,漢朝,東漢|西漢|漢,真定,,,,王,劉得,劉得,26,37,Q11398334,https://zh.wikipedia.org/wiki/%E5%8A%89%E6%A5%8A,14467,2004,劉得,漢,平原,,王,,,46,,
773,review,,wiki_only,,no Norbert match,神武帝,相關項目,相關項目,神武,,,,帝,同諡號廟號列表,同諡號廟號列表,,,Q2680847,https://zh.wikipedia.org/wiki/%E5%90%8C%E8%B0%A5%E5%8F%B7%E5%BA%99%E5%8F%B7%E5%88%97%E8%A1%A8,,,,,,,,,,,,
774,review,,wiki_only,,no Norbert match,秦愍王,,,秦愍,,,,王,拓跋觚,拓跋觚,,,Q11077232,https://zh.wikipedia.org/wiki/%E6%8B%93%E8%B7%8B%E8%A7%9A,,,,,,,,,,,,
775,review,,wiki_only,,no Norbert match,秦愍王,,,秦愍,,,,王,朱樉,朱樉,,,Q3499526,https://zh.wikipedia.org/wiki/%E6%9C%B1%E6%A8%89,,,,,,,,,,,,
776,review,,ambiguous,D,2 Norbert candidates,秦昭王,,,秦昭,,,,王,秦昭襄王,秦昭襄王,,,Q553240,https://zh.wikipedia.org/wiki/%E7%A7%A6%E6%98%AD%E8%A5%84%E7%8E%8B,9823,1285,秦昭襄王,秦,秦,昭襄,王,,,15,,
777,review,,wiki_only,,no Norbert match,秦昭王,,,秦昭,,,,王,朱秉欆,朱秉欆,,,Q11094558,https://zh.wikipedia.org/wiki/%E6%9C%B1%E7%A7%89%E6%AC%86,,,,,,,,,,,,
778,link,,matched,D,full NT match,秦莊王,,,秦莊,,,,王,秦莊襄王,秦莊襄王,,,Q1327607,https://zh.wikipedia.org/wiki/%E7%A7%A6%E8%8E%8A%E8%A5%84%E7%8E%8B,9825,1287,秦莊襄王,秦,秦,莊襄,王,,,15,,
779,review,,wiki_only,,no Norbert match,秦莊王,,,秦莊,,,,王,朱誠澯,朱誠澯,,,Q11094775,https://zh.wikipedia.org/wiki/%E6%9C%B1%E8%AA%A0%E6%BE%AF,,,,,,,,,,,,
780,review,,wiki_only,,no Norbert match,秦高祖,,,,,,,,前秦,前秦,,,Q1471995,https://zh.wikipedia.org/wiki/%E5%89%8D%E7%A7%A6,,,,,,,,,,,,
781,review,,wiki_only,,no Norbert match,秦高祖,,,,,,,,後秦,後秦,,,Q1730130,https://zh.wikipedia.org/wiki/%E5%90%8E%E7%A7%A6,,,,,,,,,,,,
782,review,,wiki_only,,no Norbert match,秦高祖,,,,,,,,西秦,西秦,,,Q1668970,https://zh.wikipedia.org/wiki/%E8%A5%BF%E7%A7%A6,,,,,,,,,,,,
783,review,,wiki_only,,no Norbert match,義昌君,,,,,,,,李玒,李玒,,,Q12610805,https://zh.wikipedia.org/wiki/%E7%BE%A9%E6%98%8C%E5%90%9B_(1428%E5%B9%B4),,,,,,,,,,,,
784,review,,wiki_only,,no Norbert match,義昌君,,,,,,,,李珖,李珖,,,Q97350691,https://zh.wikipedia.org/wiki/%E6%9D%8E%E7%8F%96,,,,,,,,,,,,
785,review,,wiki_only,,no Norbert match,膠東王,秦末,秦末,膠東,,,,王,田市,田市,,,Q564541,https://zh.wikipedia.org/wiki/%E7%94%B0%E5%B7%BF,,,,,,,,,,,,
786,review,,wiki_only,,no Norbert match,膠東王,漢朝,東漢|西漢|漢,膠東,,,,王,劉雄渠,劉雄渠,,,Q10898057,https://zh.wikipedia.org/wiki/%E5%88%98%E9%9B%84%E6%B8%A0,,,,,,,,,,,,
787,link,,matched,D,full NT match,膠東王,漢朝,東漢|西漢|漢,膠東,,,,王,劉徹,劉徹,,,Q7225,https://zh.wikipedia.org/wiki/%E6%B1%89%E6%AD%A6%E5%B8%9D,3839,1133,劉徹,漢,漢,孝武,帝,,,43,,
788,link,,matched,B,full NT match,膠東王,漢朝,東漢|西漢|漢,膠東,,康,,王,劉寄,劉寄,,,,https://zh.wikipedia.org/wiki/%E5%88%98%E5%AF%84,9452,1211,劉寄,漢,膠東,康,王,,,43,,
789,review,,wiki_only,,no Norbert match,膠東王,漢朝,東漢|西漢|漢,膠東,,哀,,王,劉賢,劉賢,,,Q17503942,https://zh.wikipedia.org/wiki/%E5%88%98%E8%B4%A4_(%E8%83%B6%E4%B8%9C%E7%8E%8B),,,,,,,,,,,,
790,review,,wiki_only,,no Norbert match,膠東王,漢朝,東漢|西漢|漢,膠東,,戴,,王,劉通平,劉通平,,,Q17503942,https://zh.wikipedia.org/wiki/%E5%88%98%E8%B4%A4_(%E8%83%B6%E4%B8%9C%E7%8E%8B),,,,,,,,,,,,
791,review,,wiki_only,,no Norbert match,膠東王,漢朝,東漢|西漢|漢,膠東,,頃,,王,劉音,劉音,,,Q17503928,https://zh.wikipedia.org/wiki/%E5%88%98%E9%9F%B3_(%E8%83%B6%E4%B8%9C%E7%8E%8B),,,,,,,,,,,,
792,review,,wiki_only,,no Norbert match,膠東王,漢朝,東漢|西漢|漢,膠東,,恭,,王,劉授,劉授,,,Q17503916,https://zh.wikipedia.org/wiki/%E5%88%98%E6%8E%88_(%E8%83%B6%E4%B8%9C%E7%8E%8B),,,,,,,,,,,,
793,insert_nt,,person_only,E,"person in Norbert, no matching NT row",膠東王,漢朝,東漢|西漢|漢,膠東,,,,王,劉殷,劉殷,,,Q17503926,https://zh.wikipedia.org/wiki/%E5%88%98%E6%AE%B7_(%E8%83%B6%E4%B8%9C%E7%8E%8B),8714,,劉殷,,,,,,,,,
794,review,,wiki_only,,no Norbert match,膠西王,漢朝,東漢|西漢|漢,膠西,,,,王,劉卬,劉卬,,,Q10899487,https://zh.wikipedia.org/wiki/%E5%8A%89%E5%8D%AC,,,,,,,,,,,,
795,link,,matched,C,full NT match,膠西王,漢朝,東漢|西漢|漢,膠西,,,,王,劉端 (西漢),劉端,,,,https://zh.wikipedia.org/wiki/%E5%88%98%E7%AB%AF_(%E8%A5%BF%E6%B1%89),9461,1208,劉端,漢,膠西,于,王,,,43,,
796,link,,matched,D,full NT match,興安君,,,,,,,,朝鮮太祖,朝鮮太祖,,,Q378483,https://zh.wikipedia.org/wiki/%E6%9C%9D%E9%B2%9C%E5%A4%AA%E7%A5%96,16608,2301,朝鮮太祖,朝鮮,朝鮮,,,,,142,,
797,review,,wiki_only,,no Norbert match,興安君,,,,,,,,李瑅,李瑅,,,Q6780848,https://zh.wikipedia.org/wiki/%E8%88%88%E5%AE%89%E5%90%9B_(1598%E5%B9%B4),,,,,,,,,,,,
798,review,,wiki_only,,no Norbert match,興平王,,,興平,,,,王,元聖王,元聖王,,,,https://zh.wikipedia.org/wiki/%E5%85%83%E5%9C%A3%E7%8E%8B,,,,,,,,,,,,
799,review,,wiki_only,,no Norbert match,興平王,,,興平,,,,王,東史年表,東史年表,,,Q10869757,https://zh.wikipedia.org/wiki/%E4%B8%9C%E5%8F%B2%E5%B9%B4%E8%A1%A8,,,,,,,,,,,,
800,insert_nt,,person_only,E,"person in Norbert, no matching NT row",榮國公,,,榮國,,,,公,來護兒,來護兒,,,Q11099946,https://zh.wikipedia.org/wiki/%E6%9D%A5%E6%8A%A4%E5%84%BF,4376,,來護兒,,,,,,,,,
801,review,,wiki_only,,no Norbert match,榮國公,,,榮國,,,,公,高滿政,高滿政,,,,https://zh.wikipedia.org/wiki/%E9%AB%98%E6%BB%A1%E6%94%BF,,,,,,,,,,,,
802,review,,wiki_only,,no Norbert match,榮國公,,,榮國,,,,公,劉從德,劉從德,,,Q28416424,https://zh.wikipedia.org/wiki/%E5%8A%89%E5%BE%9E%E5%BE%B7,,,,,,,,,,,,
803,review,,wiki_only,,no Norbert match,榮國公,,,榮國,,,,公,錢忱,錢忱,,,Q10564129,https://zh.wikipedia.org/wiki/%E9%8C%A2%E5%BF%B1,,,,,,,,,,,,
804,review,,wiki_only,,no Norbert match,榮國公,,,榮國,,,,公,趙從信,趙從信,,,,https://zh.wikipedia.org/wiki/%E8%B5%B5%E4%BB%8E%E4%BF%A1,,,,,,,,,,,,
805,review,,wiki_only,,no Norbert match,榮國公,,,榮國,,,,公,趙仲汾,趙仲汾,,,,https://zh.wikipedia.org/wiki/%E8%B5%B5%E4%BB%B2%E6%B1%BE,,,,,,,,,,,,
806,review,,wiki_only,,no Norbert match,榮國公,,,榮國,,,,公,何執中,何執中,,,Q16903313,https://zh.wikipedia.org/wiki/%E4%BD%95%E6%89%A7%E4%B8%AD,,,,,,,,,,,,
807,review,,wiki_only,,no Norbert match,榮國公,,,榮國,,,,公,趙挺,趙挺,,,,https://zh.wikipedia.org/wiki/%E8%B5%B5%E6%8C%BA,,,,,,,,,,,,
808,review,,wiki_only,,no Norbert match,榮國公,,,榮國,,,,公,鄭藻,鄭藻,,,,https://zh.wikipedia.org/wiki/%E9%83%91%E8%97%BB,,,,,,,,,,,,
809,review,,wiki_only,,no Norbert match,榮國公,,,榮國,,,,公,劉光世,劉光世,,,Q10899435,https://zh.wikipedia.org/wiki/%E5%8A%89%E5%85%89%E4%B8%96,,,,,,,,,,,,
810,review,,wiki_only,,no Norbert match,榮國公,,,榮國,,,,公,張玉,張玉,,,Q11068798,https://zh.wikipedia.org/wiki/%E5%BC%B5%E7%8E%89,,,,,,,,,,,,
811,review,,wiki_only,,no Norbert match,榮國公,,,榮國,,,,公,姚廣孝,姚廣孝,,,Q10943311,https://zh.wikipedia.org/wiki/%E5%A7%9A%E5%BB%A3%E5%AD%9D,,,,,,,,,,,,
812,review,,wiki_only,,no Norbert match,榮國公,,,榮國,,,,公,賈源,賈源,,,Q17039726,https://zh.wikipedia.org/wiki/%E8%B4%BE%E6%BA%90,,,,,,,,,,,,
813,skip,,skip_section,,section:諡號,莊定王,諡號,,永興莊定,,,,王,朱秉櫸,朱秉櫸,,,,https://zh.wikipedia.org/wiki/%E6%9C%B1%E7%A7%89%E6%A6%89,,,,,,,,,,,,
814,skip,,skip_section,,section:諡號,莊定王,諡號,,鄒平莊定,,,,王,朱當潩,朱當潩,,,Q109349704,https://zh.wikipedia.org/wiki/%E6%9C%B1%E7%95%B6%E6%BD%A9,,,,,,,,,,,,
815,skip,,skip_section,,section:諡號,莊定王,諡號,,河陰莊定,,,,王,朱安㳋,朱安㳋,,,Q109412854,https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%AE%89%E3%B3%8B,,,,,,,,,,,,
816,skip,,skip_section,,section:諡號,莊定王,諡號,,永和莊定,,,,王,朱新墥,朱新墥,,,Q120702160,https://zh.wikipedia.org/wiki/%E6%9C%B1%E6%96%B0%E5%A2%A5,,,,,,,,,,,,
817,skip,,skip_section,,section:諡號,莊定王,諡號,,寧化莊定,,,,王,朱新壟,朱新壟,,,,https://zh.wikipedia.org/wiki/%E6%9C%B1%E6%96%B0%E5%9E%84,,,,,,,,,,,,
818,skip,,skip_section,,section:諡號,莊定王,諡號,,江夏莊定,,,,王,朱顯桔,朱顯桔,,,,https://zh.wikipedia.org/wiki/%E6%9C%B1%E9%A1%AF%E6%A1%94,,,,,,,,,,,,
819,skip,,skip_section,,section:封號,莊定王,封號,,莊定,,,,王,越南,越南,,,Q881,https://zh.wikipedia.org/wiki/%E8%B6%8A%E5%8D%97,,,,,,,,,,,,
820,skip,,skip_section,,section:封號,莊定王,封號,,莊定,,,,王,後黎朝,後黎朝,,,Q10800789,https://zh.wikipedia.org/wiki/%E5%BE%8C%E9%BB%8E%E6%9C%9D,,,,,,,,,,,,
821,review,,wiki_only,,no Norbert match,蜀莊王,,,蜀莊,,,,王,北魏,北魏,,,Q875305,https://zh.wikipedia.org/wiki/%E5%8C%97%E9%AD%8F,,,,,,,,,,,,
822,review,,wiki_only,,no Norbert match,蜀莊王,,,蜀莊,,,,王,明朝,明朝,,,Q9903,https://zh.wikipedia.org/wiki/%E6%98%8E%E6%9C%9D,,,,,,,,,,,,
823,review,,wiki_only,,no Norbert match,蜀高祖,,,,,,,,前蜀,前蜀,,,Q571453,https://zh.wikipedia.org/wiki/%E5%89%8D%E8%9C%80,,,,,,,,,,,,
824,review,,wiki_only,,no Norbert match,蜀高祖,,,,,,,,後蜀,後蜀,,,Q526507,https://zh.wikipedia.org/wiki/%E5%BE%8C%E8%9C%80,,,,,,,,,,,,
825,review,,ambiguous,D,2 Norbert candidates,衛莊公,,,衛莊,,,,公,衛莊公 (春秋前期),衛莊公,,,Q846792,https://zh.wikipedia.org/wiki/%E8%A1%9B%E8%8E%8A%E5%85%AC_(%E6%98%A5%E7%A7%8B%E5%89%8D%E6%9C%9F),9913,267,衛莊公,周,衛,莊,公,,,5,,
826,skip,,duplicate,,duplicate,衛莊公,,,衛莊,,,,公,衛莊公 (春秋後期),衛莊公,,,Q619037,https://zh.wikipedia.org/wiki/%E8%A1%9B%E8%8E%8A%E5%85%AC_(%E6%98%A5%E7%A7%8B%E5%BE%8C%E6%9C%9F),,,,,,,,,,,,
827,insert_nt,,person_only,E,"person in Norbert, no matching NT row",衡山王,秦末,秦末,衡山,,,,王,吳芮,吳芮,,,Q3497209,https://zh.wikipedia.org/wiki/%E5%90%B4%E8%8A%AE,9477,,吳芮,,,,,,,,,
828,link,,matched,B,full NT match,衡山王,漢朝,東漢|西漢|漢,衡山,,,,王,劉賜,劉賜,,,Q10897972,https://zh.wikipedia.org/wiki/%E5%88%98%E8%B5%90_(%E8%A1%A1%E5%B1%B1%E7%8E%8B),3392,1222,劉賜,漢,衡山,,王,,,43,,
829,review,,wiki_only,,no Norbert match,衣通姬,,,,,,,,衣通郎姬,衣通郎姬,,,Q11626419,https://zh.wikipedia.org/wiki/%E8%A1%A3%E9%80%9A%E9%83%8E%E5%A7%AC,,,,,,,,,,,,
830,review,,wiki_only,,no Norbert match,衣通姬,,,,,,,,輕大娘皇女,輕大娘皇女,,,Q11637582,https://zh.wikipedia.org/wiki/%E8%BC%95%E5%A4%A7%E5%A8%98%E7%9A%87%E5%A5%B3,,,,,,,,,,,,
831,review,,wiki_only,,no Norbert match,襄寧王,元朝,元,襄寧,,,,王,阿魯灰,阿魯灰,,,Q45476548,https://zh.wikipedia.org/wiki/%E9%98%BF%E9%B2%81%E5%A8%81,,,,,,,,,,,,
832,review,,wiki_only,,no Norbert match,襄寧王,元朝,元,襄寧,,,,王,也速不幹,也速不幹,,,,https://zh.wikipedia.org/wiki/%E4%B9%9F%E9%80%9F%E4%B8%8D%E5%B9%B2,,,,,,,,,,,,
833,review,,wiki_only,,no Norbert match,西寧王,元朝,元,西寧,,,,王,忽答裡迷失,忽答裡迷失,,,,https://zh.wikipedia.org/wiki/%E5%BF%BD%E7%AD%94%E9%87%8C%E8%BF%B7%E5%A4%B1,,,,,,,,,,,,
834,review,,wiki_only,,no Norbert match,西寧王,元朝,元,西寧,,,,王,速來蠻,速來蠻,,,,https://zh.wikipedia.org/wiki/%E9%80%9F%E6%9D%A5%E8%9B%AE_(%E8%A5%BF%E5%AE%81%E7%8E%8B),,,,,,,,,,,,
835,review,,wiki_only,,no Norbert match,西寧王,元朝,元,西寧,,,,王,牙罕,牙罕,,,,https://zh.wikipedia.org/wiki/%E7%89%99%E7%BD%95,,,,,,,,,,,,
836,review,,wiki_only,,no Norbert match,西寧王,元朝,元,西寧,,,,王,忻都,忻都,,,Q17066850,https://zh.wikipedia.org/wiki/%E8%A5%BF%E5%AE%81%E7%8E%8B%E5%BF%BB%E9%83%BD%E5%85%AC%E7%A5%9E%E9%81%93%E7%A2%91,,,,,,,,,,,,
837,review,,wiki_only,,no Norbert match,西寧王,南明,南明,西寧,,,,王,李定國,李定國,,,Q707821,https://zh.wikipedia.org/wiki/%E6%9D%8E%E5%AE%9A%E5%9B%BD,,,,,,,,,,,,
838,review,,wiki_only,,no Norbert match,西寧王,參考文獻,參考文獻,西寧,,,,王,元史,元史,,,Q1345223,https://zh.wikipedia.org/wiki/%E5%85%83%E5%8F%B2,,,,,,,,,,,,
839,review,,wiki_only,,no Norbert match,西寧王,參考文獻,參考文獻,西寧,,,,王,新元史,新元史,,,Q1053256,https://zh.wikipedia.org/wiki/%E6%96%B0%E5%85%83%E5%8F%B2,,,,,,,,,,,,
840,review,,wiki_only,,no Norbert match,西寧王,參考文獻,參考文獻,西寧,,,,王,蒙兀兒史記,蒙兀兒史記,,,Q24874249,https://zh.wikipedia.org/wiki/%E8%92%99%E5%85%80%E5%85%92%E5%8F%B2%E8%A8%98,,,,,,,,,,,,
841,review,,wiki_only,,no Norbert match,西寧王,參考文獻,參考文獻,西寧,,,,王,錢海嶽,錢海嶽,,,Q15954371,https://zh.wikipedia.org/wiki/%E9%92%B1%E6%B5%B7%E5%B2%B3,,,,,,,,,,,,
842,review,,wiki_only,,no Norbert match,西安王,元朝,元,西安,,,,王,阿剌忒納失裡,阿剌忒納失裡,,,,https://zh.wikipedia.org/wiki/%E9%98%BF%E5%89%8C%E5%BF%92%E7%BA%B3%E5%A4%B1%E9%87%8C,,,,,,,,,,,,
843,review,,wiki_only,,no Norbert match,西安王,元朝,元,西安,,,,王,答兒麻,答兒麻,,,Q45525457,https://zh.wikipedia.org/wiki/%E7%AD%94%E5%84%BF%E9%BA%BB,,,,,,,,,,,,
844,review,,ambiguous,D,2 Norbert candidates,西平王,漢朝,東漢|西漢|漢,西平,,,,王,劉羨,劉羨,82,88,,https://zh.wikipedia.org/wiki/%E5%88%98%E7%BE%A1_(%E9%99%88%E7%8E%8B),1795,1153,劉羨,漢,陳,敬,王,,,46,,
845,link,,matched,D,full NT match,西平王,十六國,十六國,西平,,,,王,禿髮烏孤,禿髮烏孤,,,Q1069790,https://zh.wikipedia.org/wiki/%E7%A6%BF%E9%AB%AE%E7%83%8F%E5%AD%A4,278,2167,禿髮烏孤,南涼,武,威武,王,,,67,,
846,review,,wiki_only,,no Norbert match,西平王,五代十國,五代十國,西平,,,,王,朱友謙,朱友謙,,,Q1255540,https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%8F%8B%E8%AC%99,,,,,,,,,,,,
847,review,,wiki_only,,no Norbert match,西平王,五代十國,五代十國,西平,,,,王,曹元忠 (西平王),曹元忠,,,Q10322934,https://zh.wikipedia.org/wiki/%E6%9B%B9%E5%85%83%E5%BF%A0_(%E8%A5%BF%E5%B9%B3%E7%8E%8B),,,,,,,,,,,,
848,review,,wiki_only,,no Norbert match,西平王,遼朝,遼朝,西平,,,,王,李繼遷,李繼遷,,,Q717904,https://zh.wikipedia.org/wiki/%E6%9D%8E%E7%BB%A7%E8%BF%81,,,,,,,,,,,,
849,review,,wiki_only,,no Norbert match,西平王,遼朝,遼朝,西平,,,,王,李德明,李德明,,,Q541665,https://zh.wikipedia.org/wiki/%E6%9D%8E%E5%BE%B7%E6%98%8E,,,,,,,,,,,,
850,review,,wiki_only,,no Norbert match,西平王,北宋,北宋,西平,,,,王,林居裔,林居裔,,,Q117747947,https://zh.wikipedia.org/wiki/%E6%9E%97%E5%B1%85%E8%A3%94,,,,,,,,,,,,
851,review,,wiki_only,,no Norbert match,西平王,北宋,北宋,西平,,,,王,李德明,李德明,,,Q541665,https://zh.wikipedia.org/wiki/%E6%9D%8E%E5%BE%B7%E6%98%8E,,,,,,,,,,,,
852,review,,wiki_only,,no Norbert match,西平王,元朝,元,西平,,,,王,奧魯赤,奧魯赤,,,Q7072451,https://zh.wikipedia.org/wiki/%E5%A5%A5%E9%B2%81%E8%B5%A4,,,,,,,,,,,,
853,review,,wiki_only,,no Norbert match,西平王,元朝,元,西平,,,,王,八剌馬,八剌馬,,,,https://zh.wikipedia.org/wiki/%E5%85%AB%E5%89%8C%E9%A9%AC,,,,,,,,,,,,
854,review,,wiki_only,,no Norbert match,西平王,元朝,元,西平,,,,王,鞏卜班,鞏卜班,,,,https://zh.wikipedia.org/wiki/%E9%9E%8F%E5%8D%9C%E7%8F%AD,,,,,,,,,,,,
855,review,,wiki_only,,no Norbert match,趙太祖,,,,,,,,前趙,前趙,,,Q1574107,https://zh.wikipedia.org/wiki/%E6%B1%89%E8%B5%B5,,,,,,,,,,,,
856,review,,wiki_only,,no Norbert match,趙太祖,,,,,,,,後趙,後趙,,,Q2314907,https://zh.wikipedia.org/wiki/%E5%90%8E%E8%B5%B5,,,,,,,,,,,,
857,review,,wiki_only,,no Norbert match,遼東王,,,項羽所封遼東,,,,王,韓廣,韓廣,,,Q1932919,https://zh.wikipedia.org/wiki/%E9%9F%93%E5%BB%A3,,,,,,,,,,,,
858,insert_nt,,person_only,E,"person in Norbert, no matching NT row",遼東王,,,晉朝 遼東,,,,王,司馬蕤,司馬蕤,,,Q9598282,https://zh.wikipedia.org/wiki/%E5%8F%B8%E9%A6%AC%E8%95%A4,8815,,司馬蕤,,,,,,,,,
859,link,,matched,D,full NT match,遼東王,,,晉朝 遼東,,,,王,司馬定國,司馬定國,,,,https://zh.wikipedia.org/wiki/%E5%8F%B8%E9%A9%AC%E5%AE%9A%E5%9B%BD,8768,868,司馬定國,晉,遼東,,王,,,51,,
860,review,,wiki_only,,no Norbert match,遼東王,,,遼東,,,,王,高句麗,高句麗,,,Q28370,https://zh.wikipedia.org/wiki/%E9%AB%98%E5%8F%A5%E4%B8%BD,,,,,,,,,,,,
861,insert_nt,,person_only,E,"person in Norbert, no matching NT row",逍遙公,,,逍遙,,,,公,韋敻,韋敻,,,Q15938817,https://zh.wikipedia.org/wiki/%E9%9F%A6%E6%95%BB,7507,,韋敻,,,,,,,,,
862,insert_nt,,person_only,E,"person in Norbert, no matching NT row",逍遙公,,,逍遙,,,,公,韋嗣立,韋嗣立,,,Q7979769,https://zh.wikipedia.org/wiki/%E9%9F%A6%E5%97%A3%E7%AB%8B,4504,,韋嗣立,,,,,,,,,
863,review,,wiki_only,,no Norbert match,逍遙公,,,逍遙,,,,公,李椿年,李椿年,,,Q11097044,https://zh.wikipedia.org/wiki/%E6%9D%8E%E6%A4%BF%E5%B9%B4,,,,,,,,,,,,
864,review,,wiki_only,,no Norbert match,鎮海王,,,鎮海,,,,王,陳文龍,陳文龍,,,Q15918149,https://zh.wikipedia.org/wiki/%E9%99%B3%E6%96%87%E9%BE%8D,,,,,,,,,,,,
865,review,,wiki_only,,no Norbert match,鎮海王,,,鎮海,,,,王,朱濆,朱濆,,,Q109344869,https://zh.wikipedia.org/wiki/%E6%9C%B1%E6%BF%86,,,,,,,,,,,,
866,review,,wiki_only,,no Norbert match,鎮海王,,,鎮海,,,,王,蔡牽,蔡牽,,,Q837355,https://zh.wikipedia.org/wiki/%E8%94%A1%E7%89%B5,,,,,,,,,,,,
867,review,,wiki_only,,no Norbert match,鎮寧王,元朝,元,鎮寧,,,,王,孛羅,孛羅,,,Q30947858,https://zh.wikipedia.org/wiki/%E5%AD%9B%E7%BD%97_(%E5%86%80%E7%8E%8B),,,,,,,,,,,,
868,review,,wiki_only,,no Norbert match,鎮寧王,元朝,元,鎮寧,,,,王,那懷,那懷,,,,https://zh.wikipedia.org/wiki/%E9%82%A3%E6%80%80,,,,,,,,,,,,
869,review,,wiki_only,,no Norbert match,長公主,,,,,,,,長公主 (東亞),長公主,,,Q17161004,https://zh.wikipedia.org/wiki/%E5%85%AC%E4%B8%BB_(%E6%9D%B1%E4%BA%9E),,,,,,,,,,,,
870,skip,,duplicate,,duplicate,長公主,,,,,,,,長公主 (英國),長公主,,,Q1052964,https://zh.wikipedia.org/wiki/%E9%95%BF%E5%85%AC%E4%B8%BB_(%E8%8B%B1%E5%9B%BD),,,,,,,,,,,,
871,skip,,duplicate,,duplicate,長公主,,,,,,,,長公主 (法國),長公主,,,Q1883174,https://zh.wikipedia.org/wiki/%E9%95%BF%E5%85%AC%E4%B8%BB_(%E6%B3%95%E5%9B%BD),,,,,,,,,,,,
872,review,,wiki_only,,no Norbert match,長安君,,,,,,,,長安君 (趙國),長安君,,,Q17030243,https://zh.wikipedia.org/wiki/%E9%95%B7%E5%AE%89%E5%90%9B_(%E8%B6%99%E5%9C%8B),,,,,,,,,,,,
873,review,,wiki_only,,no Norbert match,長安君,,,,,,,,成蟜,成蟜,,,Q5091363,https://zh.wikipedia.org/wiki/%E6%88%90%E8%9F%9C,,,,,,,,,,,,
