Variant,variant_cp,Variant_ABC,Variant_Block,Norm,norm_cp,Norm_ABC,Norm_Block,Sources
㔕,(U+3515),C,CJK_Extension_A,刏,(U+520F),C,CJK_Unified_Ideographs,NS
㔗,(U+3517),C,CJK_Extension_A,弗,(U+5F17),A,CJK_Unified_Ideographs,NS
㔘,(U+3518),Z,CJK_Extension_A,黜,(U+9EDC),A,CJK_Unified_Ideographs,MOE;NS;twedu
㔙,(U+3519),C,CJK_Extension_A,剏,(U+524F),Z,CJK_Unified_Ideographs,NS
㔜,(U+351C),Z,CJK_Extension_A,勃,(U+52C3),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㔝,(U+351D),C,CJK_Extension_A,兩,(U+5169),A,CJK_Unified_Ideographs,NS
㔞,(U+351E),C,CJK_Extension_A,乖,(U+4E56),A,CJK_Unified_Ideographs,NS
㔠,(U+3520),C,CJK_Extension_A,歇,(U+6B47),A,CJK_Unified_Ideographs,NS
㔢,(U+3522),Z,CJK_Extension_A,絶,(U+7D76),Z,CJK_Unified_Ideographs,NS
㔣,(U+3523),C,CJK_Extension_A,畾,(U+757E),C,CJK_Unified_Ideographs,NS
㔤,(U+3524),C,CJK_Extension_A,審,(U+5BE9),A,CJK_Unified_Ideographs,NS
㔥,(U+3525),C,CJK_Extension_A,疲,(U+75B2),A,CJK_Unified_Ideographs,NS;hydzd
㔦,(U+3526),C,CJK_Extension_A,養,(U+990A),A,CJK_Unified_Ideographs,NS
㔧,(U+3527),Z,CJK_Extension_A,勴,(U+52F4),B,CJK_Unified_Ideographs,NS
㔩,(U+3529),C,CJK_Extension_A,盍,(U+76CD),A,CJK_Unified_Ideographs,NS
㔪,(U+352A),C,CJK_Extension_A,鹵,(U+9E75),B,CJK_Unified_Ideographs,NS
㔫,(U+352B),Z,CJK_Extension_A,左,(U+5DE6),A,CJK_Unified_Ideographs,MOE;NS
㔬,(U+352C),Z,CJK_Extension_A,卓,(U+5353),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㔭,(U+352D),Z,CJK_Extension_A,匙,(U+5319),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㔮,(U+352E),C,CJK_Extension_A,能,(U+80FD),A,CJK_Unified_Ideographs,NS
㔯,(U+352F),C,CJK_Extension_A,匴,(U+5334),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㔰,(U+3530),Z,CJK_Extension_A,恒,(U+6052),Z,CJK_Unified_Ideographs,NS
㔱,(U+3531),C,CJK_Extension_A,庾,(U+5EBE),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㔲,(U+3532),Z,CJK_Extension_A,簋,(U+7C0B),B,CJK_Unified_Ideographs,MOE;NS;twedu
㔳,(U+3533),Z,CJK_Extension_A,簋,(U+7C0B),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㔴,(U+3534),C,CJK_Extension_A,異,(U+7570),A,CJK_Unified_Ideographs,NS
㔵,(U+3535),C,CJK_Extension_A,巽,(U+5DFD),A,CJK_Unified_Ideographs,NS
㔶,(U+3536),C,CJK_Extension_A,贛,(U+8D1B),A,CJK_Unified_Ideographs,NS
㔷,(U+3537),Z,CJK_Extension_A,陋,(U+964B),A,CJK_Unified_Ideographs,NS;hydzd
㔸,(U+3538),C,CJK_Extension_A,虒,(U+8652),B,CJK_Unified_Ideographs,NS
㔹,(U+3539),C,CJK_Extension_A,仂,(U+4EC2),B,CJK_Unified_Ideographs,NS;hydzd
㔼,(U+353C),Z,CJK_Extension_A,榫,(U+69AB),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㔽,(U+353D),Z,CJK_Extension_A,卣,(U+5363),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㕀,(U+3540),Z,CJK_Extension_A,甹,(U+7539),B,CJK_Unified_Ideographs,NS
㕁,(U+3541),Z,CJK_Extension_A,卻,(U+537B),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㕂,(U+3542),Z,CJK_Extension_A,吟,(U+541F),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㕃,(U+3543),C,CJK_Extension_A,厈,(U+5388),Z,CJK_Unified_Ideographs,NS
㕄,(U+3544),C,CJK_Extension_A,底,(U+5E95),A,CJK_Unified_Ideographs,NS
㕅,(U+3545),C,CJK_Extension_A,匣,(U+5323),A,CJK_Unified_Ideographs,NS
㕆,(U+3546),C,CJK_Extension_A,居,(U+5C45),A,CJK_Unified_Ideographs,NS
㕇,(U+3547),C,CJK_Extension_A,位,(U+4F4D),A,CJK_Unified_Ideographs,NS
㕈,(U+3548),Z,CJK_Extension_A,扆,(U+6246),B,CJK_Unified_Ideographs,NS
㕉,(U+3549),Z,CJK_Extension_A,匼,(U+533C),B,CJK_Unified_Ideographs,NS
㕊,(U+354A),C,CJK_Extension_A,厙,(U+5399),C,CJK_Unified_Ideographs,NS
㕋,(U+354B),C,CJK_Extension_A,金,(U+91D1),A,CJK_Unified_Ideographs,NS
㕌,(U+354C),C,CJK_Extension_A,厚,(U+539A),A,CJK_Unified_Ideographs,NS
㕍,(U+354D),Z,CJK_Extension_A,雁,(U+96C1),A,CJK_Unified_Ideographs,NS
㕏,(U+354F),Z,CJK_Extension_A,廚,(U+5EDA),A,CJK_Unified_Ideographs,MOE;NS;twedu
㕐,(U+3550),C,CJK_Extension_A,寫,(U+5BEB),A,CJK_Unified_Ideographs,NS;twedu
㕑,(U+3551),Z,CJK_Extension_A,廚,(U+5EDA),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㕔,(U+3554),Z,CJK_Extension_A,廳,(U+5EF3),A,CJK_Unified_Ideographs,MOE;NS;twedu
㕕,(U+3555),Z,CJK_Extension_A,幻,(U+5E7B),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㕖,(U+3556),Z,CJK_Extension_A,素,(U+7D20),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㕗,(U+3557),Z,CJK_Extension_A,誘,(U+8A98),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㕘,(U+3558),Z,CJK_Extension_A,參,(U+53C3),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㕙,(U+3559),C,CJK_Extension_A,絻,(U+7D7B),B,CJK_Unified_Ideographs,NS
㕚,(U+355A),C,CJK_Extension_A,叉,(U+53C9),A,CJK_Unified_Ideographs,NS
㕛,(U+355B),Z,CJK_Extension_A,友,(U+53CB),A,CJK_Unified_Ideographs,MOE;hydzd;twedu
㕜,(U+355C),Z,CJK_Extension_A,史,(U+53F2),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㕟,(U+355F),Z,CJK_Extension_A,喟,(U+559F),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㕠,(U+3560),Z,CJK_Extension_A,雙,(U+96D9),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㕡,(U+3561),Z,CJK_Extension_A,壑,(U+58D1),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㕢,(U+3562),C,CJK_Extension_A,叡,(U+53E1),B,CJK_Unified_Ideographs,NS
㕤,(U+3564),Z,CJK_Extension_A,厹,(U+53B9),B,CJK_Unified_Ideographs,MOE;NS;twedu
㕥,(U+3565),C,CJK_Extension_A,以,(U+4EE5),A,CJK_Unified_Ideographs,NS;twedu
㕧,(U+3567),C,CJK_Extension_A,吚,(U+541A),Z,CJK_Unified_Ideographs,NS
㕨,(U+3568),Z,CJK_Extension_A,帆,(U+5E06),A,CJK_Unified_Ideographs,NS
㕩,(U+3569),C,CJK_Extension_A,咩,(U+54A9),B,CJK_Unified_Ideographs,NS
㕪,(U+356A),C,CJK_Extension_A,眈,(U+7708),B,CJK_Unified_Ideographs,NS
㕫,(U+356B),C,CJK_Extension_A,方,(U+65B9),A,CJK_Unified_Ideographs,NS;hydzd
㕬,(U+356C),C,CJK_Extension_A,訟,(U+8A1F),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㕭,(U+356D),C,CJK_Extension_A,咬,(U+54AC),A,CJK_Unified_Ideographs,NS
㕮,(U+356E),C,CJK_Extension_A,哺,(U+54FA),A,CJK_Unified_Ideographs,NS;hydzd
㕯,(U+356F),C,CJK_Extension_A,訥,(U+8A25),A,CJK_Unified_Ideographs,NS;hydzd
㕰,(U+3570),C,CJK_Extension_A,嘛,(U+561B),A,CJK_Unified_Ideographs,NS;hydzd
㕱,(U+3571),C,CJK_Extension_A,吠,(U+5420),A,CJK_Unified_Ideographs,NS
㕲,(U+3572),C,CJK_Extension_A,味,(U+5473),A,CJK_Unified_Ideographs,NS
㕳,(U+3573),Z,CJK_Extension_A,訩,(U+8A29),Z,CJK_Unified_Ideographs,NS;hydzd
㕴,(U+3574),Z,CJK_Extension_A,沉,(U+6C89),A,CJK_Unified_Ideographs,NS
㕵,(U+3575),Z,CJK_Extension_A,國,(U+570B),A,CJK_Unified_Ideographs,NS
㕷,(U+3577),Z,CJK_Extension_A,白,(U+767D),A,CJK_Unified_Ideographs,NS
㕺,(U+357A),Z,CJK_Extension_A,囂,(U+56C2),A,CJK_Unified_Ideographs,NS;hydzd
㕻,(U+357B),C,CJK_Extension_A,咅,(U+5485),C,CJK_Unified_Ideographs,NS;hydzd
㕼,(U+357C),Z,CJK_Extension_A,胸,(U+80F8),A,CJK_Unified_Ideographs,NS
㕽,(U+357D),Z,CJK_Extension_A,以,(U+4EE5),A,CJK_Unified_Ideographs,NS
㕿,(U+357F),Z,CJK_Extension_A,香,(U+9999),A,CJK_Unified_Ideographs,NS
㖀,(U+3580),C,CJK_Extension_A,律,(U+5F8B),A,CJK_Unified_Ideographs,NS
㖁,(U+3581),Z,CJK_Extension_A,吝,(U+541D),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㖂,(U+3582),Z,CJK_Extension_A,呭,(U+546D),Z,CJK_Unified_Ideographs,NS;hydzd
㖃,(U+3583),Z,CJK_Extension_A,詬,(U+8A6C),A,CJK_Unified_Ideographs,NS;twedu
㖄,(U+3584),Z,CJK_Extension_A,洲,(U+6D32),A,CJK_Unified_Ideographs,NS
㖆,(U+3586),C,CJK_Extension_A,曲,(U+66F2),A,CJK_Unified_Ideographs,NS
㖇,(U+3587),C,CJK_Extension_A,咡,(U+54A1),B,CJK_Unified_Ideographs,NS;hydzd
㖈,(U+3588),Z,CJK_Extension_A,耆,(U+8006),A,CJK_Unified_Ideographs,NS
㖊,(U+358A),Z,CJK_Extension_A,噚,(U+565A),B,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
㖏,(U+358F),C,CJK_Extension_A,捏,(U+634F),A,CJK_Unified_Ideographs,NS
㖐,(U+3590),C,CJK_Extension_A,咢,(U+54A2),B,CJK_Unified_Ideographs,NS
㖑,(U+3591),C,CJK_Extension_A,欸,(U+6B38),B,CJK_Unified_Ideographs,NS;hydzd
㖒,(U+3592),C,CJK_Extension_A,涕,(U+6D95),A,CJK_Unified_Ideographs,NS
㖓,(U+3593),C,CJK_Extension_A,峰,(U+5CF0),A,CJK_Unified_Ideographs,NS
㖔,(U+3594),C,CJK_Extension_A,吞,(U+541E),A,CJK_Unified_Ideographs,NS;twedu
㖕,(U+3595),C,CJK_Extension_A,啐,(U+5550),B,CJK_Unified_Ideographs,NS
㖖,(U+3596),Z,CJK_Extension_A,辛,(U+8F9B),A,CJK_Unified_Ideographs,NS
㖗,(U+3597),Z,CJK_Extension_A,崟,(U+5D1F),B,CJK_Unified_Ideographs,MOE;NS;twedu
㖘,(U+3598),C,CJK_Extension_A,唇,(U+5507),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㖞,(U+359E),Z,CJK_Extension_A,喎,(U+558E),C,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
㖟,(U+359F),C,CJK_Extension_A,受,(U+53D7),A,CJK_Unified_Ideographs,NS
㖠,(U+35A0),Z,CJK_Extension_A,那,(U+90A3),A,CJK_Unified_Ideographs,NS;hydzd
㖡,(U+35A1),C,CJK_Extension_A,腋,(U+814B),A,CJK_Unified_Ideographs,NS
㖢,(U+35A2),C,CJK_Extension_A,庇,(U+5E87),A,CJK_Unified_Ideographs,NS
㖣,(U+35A3),Z,CJK_Extension_A,咅,(U+5485),C,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㖤,(U+35A4),C,CJK_Extension_A,涵,(U+6DB5),A,CJK_Unified_Ideographs,NS
㖥,(U+35A5),C,CJK_Extension_A,咽,(U+54BD),A,CJK_Unified_Ideographs,NS
㖦,(U+35A6),C,CJK_Extension_A,暕,(U+6695),B,CJK_Unified_Ideographs,NS
㖧,(U+35A7),C,CJK_Extension_A,吻,(U+543B),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㖨,(U+35A8),C,CJK_Extension_A,睩,(U+7769),B,CJK_Unified_Ideographs,NS
㖪,(U+35AA),C,CJK_Extension_A,域,(U+57DF),A,CJK_Unified_Ideographs,NS
㖫,(U+35AB),Z,CJK_Extension_A,唆,(U+5506),A,CJK_Unified_Ideographs,NS
㖮,(U+35AE),Z,CJK_Extension_A,崘,(U+5D18),Z,CJK_Unified_Ideographs,NS
㖴,(U+35B4),C,CJK_Extension_A,吻,(U+543B),A,CJK_Unified_Ideographs,NS
㖵,(U+35B5),C,CJK_Extension_A,唄,(U+5504),B,CJK_Unified_Ideographs,NS
㖶,(U+35B6),C,CJK_Extension_A,咽,(U+54BD),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㖸,(U+35B8),Z,CJK_Extension_A,噱,(U+5671),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㖹,(U+35B9),C,CJK_Extension_A,噴,(U+5674),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㖻,(U+35BB),C,CJK_Extension_A,揉,(U+63C9),A,CJK_Unified_Ideographs,NS
㖼,(U+35BC),C,CJK_Extension_A,謀,(U+8B00),A,CJK_Unified_Ideographs,NS;hydzd
㖽,(U+35BD),Z,CJK_Extension_A,嘖,(U+5616),A,CJK_Unified_Ideographs,MOE;NS;twedu
㖿,(U+35BF),C,CJK_Extension_A,椰,(U+6930),A,CJK_Unified_Ideographs,NS
㗀,(U+35C0),C,CJK_Extension_A,呦,(U+5466),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㗁,(U+35C1),Z,CJK_Extension_A,齶,(U+9F76),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㗂,(U+35C2),C,CJK_Extension_A,省,(U+7701),A,CJK_Unified_Ideographs,NS;hydzd
㗃,(U+35C3),Z,CJK_Extension_A,吻,(U+543B),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㗄,(U+35C4),Z,CJK_Extension_A,謾,(U+8B3E),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㗅,(U+35C5),C,CJK_Extension_A,胡,(U+80E1),A,CJK_Unified_Ideographs,NS;hydzd
㗆,(U+35C6),C,CJK_Extension_A,的,(U+7684),A,CJK_Unified_Ideographs,NS
㗇,(U+35C7),C,CJK_Extension_A,暇,(U+6687),A,CJK_Unified_Ideographs,NS
㗈,(U+35C8),C,CJK_Extension_A,曼,(U+66FC),A,CJK_Unified_Ideographs,NS;hydzd
㗋,(U+35CB),Z,CJK_Extension_A,喉,(U+5589),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㗌,(U+35CC),C,CJK_Extension_A,咥,(U+54A5),B,CJK_Unified_Ideographs,NS;twedu
㗍,(U+35CD),Z,CJK_Extension_A,喑,(U+5591),B,CJK_Unified_Ideographs,NS
㗐,(U+35D0),Z,CJK_Extension_A,嗑,(U+55D1),A,CJK_Unified_Ideographs,MOE;NS;twedu
㗒,(U+35D2),Z,CJK_Extension_A,哀,(U+54C0),A,CJK_Unified_Ideographs,NS
㗓,(U+35D3),C,CJK_Extension_A,槌,(U+69CC),A,CJK_Unified_Ideographs,NS
㗔,(U+35D4),C,CJK_Extension_A,虔,(U+8654),A,CJK_Unified_Ideographs,NS
㗕,(U+35D5),C,CJK_Extension_A,雊,(U+96CA),B,CJK_Unified_Ideographs,NS;hydzd
㗖,(U+35D6),Z,CJK_Extension_A,啗,(U+5557),B,CJK_Unified_Ideographs,MOE;NS;twedu;unihan_semantic
㗗,(U+35D7),C,CJK_Extension_A,捭,(U+636D),B,CJK_Unified_Ideographs,NS
㗘,(U+35D8),C,CJK_Extension_A,膊,(U+818A),A,CJK_Unified_Ideographs,NS
㗙,(U+35D9),C,CJK_Extension_A,謅,(U+8B05),B,CJK_Unified_Ideographs,NS;hydzd
㗚,(U+35DA),C,CJK_Extension_A,嘌,(U+560C),B,CJK_Unified_Ideographs,NS
㗜,(U+35DC),Z,CJK_Extension_A,嗅,(U+55C5),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㗢,(U+35E2),C,CJK_Extension_A,慟,(U+615F),A,CJK_Unified_Ideographs,NS
㗣,(U+35E3),Z,CJK_Extension_A,嚏,(U+568F),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㗤,(U+35E4),Z,CJK_Extension_A,嘁,(U+5601),B,CJK_Unified_Ideographs,MOE;hydzd;twedu
㗤,(U+35E4),Z,CJK_Extension_A,蹙,(U+8E59),A,CJK_Unified_Ideographs,NS
㗥,(U+35E5),C,CJK_Extension_A,噋,(U+564B),Z,CJK_Unified_Ideographs,NS
㗧,(U+35E7),C,CJK_Extension_A,膣,(U+81A3),B,CJK_Unified_Ideographs,NS
㗨,(U+35E8),C,CJK_Extension_A,醫,(U+91AB),A,CJK_Unified_Ideographs,NS
㗪,(U+35EA),C,CJK_Extension_A,紫,(U+7D2B),A,CJK_Unified_Ideographs,NS
㗬,(U+35EC),C,CJK_Extension_A,牚,(U+725A),B,CJK_Unified_Ideographs,NS
㗭,(U+35ED),C,CJK_Extension_A,蟋,(U+87CB),A,CJK_Unified_Ideographs,NS
㗳,(U+35F3),Z,CJK_Extension_A,塔,(U+5854),A,CJK_Unified_Ideographs,NS
㗴,(U+35F4),C,CJK_Extension_A,齗,(U+9F57),B,CJK_Unified_Ideographs,NS
㗵,(U+35F5),C,CJK_Extension_A,欻,(U+6B3B),B,CJK_Unified_Ideographs,NS;twedu
㗶,(U+35F6),Z,CJK_Extension_A,墢,(U+58A2),C,CJK_Unified_Ideographs,NS
㗸,(U+35F8),Z,CJK_Extension_A,㘅,(U+3605),Z,CJK_Extension_A,NS
㗺,(U+35FA),Z,CJK_Extension_A,唪,(U+552A),B,CJK_Unified_Ideographs,NS
㗻,(U+35FB),C,CJK_Extension_A,檛,(U+6A9B),B,CJK_Unified_Ideographs,NS
㗼,(U+35FC),C,CJK_Extension_A,嶫,(U+5DAB),Z,CJK_Unified_Ideographs,NS
㗽,(U+35FD),Z,CJK_Extension_A,響,(U+97FF),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㗾,(U+35FE),C,CJK_Extension_A,靴,(U+9774),A,CJK_Unified_Ideographs,NS
㗿,(U+35FF),C,CJK_Extension_A,岈,(U+5C88),B,CJK_Unified_Ideographs,NS;twedu
㘀,(U+3600),C,CJK_Extension_A,咪,(U+54AA),A,CJK_Unified_Ideographs,NS
㘁,(U+3601),C,CJK_Extension_A,嘷,(U+5637),Z,CJK_Unified_Ideographs,NS
㘂,(U+3602),C,CJK_Extension_A,礠,(U+7920),Z,CJK_Unified_Ideographs,NS
㘃,(U+3603),Z,CJK_Extension_A,惹,(U+60F9),A,CJK_Unified_Ideographs,NS
㘆,(U+3606),C,CJK_Extension_A,檯,(U+6AAF),B,CJK_Unified_Ideographs,NS
㘇,(U+3607),C,CJK_Extension_A,嶸,(U+5DB8),B,CJK_Unified_Ideographs,NS
㘉,(U+3609),C,CJK_Extension_A,節,(U+7BC0),A,CJK_Unified_Ideographs,NS
㘊,(U+360A),C,CJK_Extension_A,霅,(U+9705),B,CJK_Unified_Ideographs,NS
㘋,(U+360B),C,CJK_Extension_A,礥,(U+7925),B,CJK_Unified_Ideographs,NS;hydzd
㘌,(U+360C),C,CJK_Extension_A,噱,(U+5671),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㘍,(U+360D),C,CJK_Extension_A,截,(U+622A),A,CJK_Unified_Ideographs,NS
㘎,(U+360E),Z,CJK_Extension_A,㘚,(U+361A),C,CJK_Extension_A,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
㘐,(U+3610),C,CJK_Extension_A,礮,(U+792E),Z,CJK_Unified_Ideographs,NS
㘑,(U+3611),C,CJK_Extension_A,隷,(U+96B7),Z,CJK_Unified_Ideographs,NS
㘓,(U+3613),C,CJK_Extension_A,讕,(U+8B95),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㘔,(U+3614),C,CJK_Extension_A,賽,(U+8CFD),A,CJK_Unified_Ideographs,NS
㘕,(U+3615),Z,CJK_Extension_A,婪,(U+5A6A),A,CJK_Unified_Ideographs,NS;hydzd
㘖,(U+3616),C,CJK_Extension_A,顔,(U+9854),Z,CJK_Unified_Ideographs,NS
㘗,(U+3617),Z,CJK_Extension_A,臞,(U+81DE),B,CJK_Unified_Ideographs,NS
㘘,(U+3618),Z,CJK_Extension_A,曫,(U+66EB),C,CJK_Unified_Ideographs,NS
㘛,(U+361B),C,CJK_Extension_A,嵌,(U+5D4C),A,CJK_Unified_Ideographs,NS;hydzd
㘜,(U+361C),Z,CJK_Extension_A,讎,(U+8B8E),B,CJK_Unified_Ideographs,NS
㘝,(U+361D),C,CJK_Extension_A,囚,(U+56DA),A,CJK_Unified_Ideographs,NS;twedu
㘞,(U+361E),C,CJK_Extension_A,囫,(U+56EB),B,CJK_Unified_Ideographs,NS
㘠,(U+3620),C,CJK_Extension_A,必,(U+5FC5),A,CJK_Unified_Ideographs,NS
㘡,(U+3621),Z,CJK_Extension_A,柙,(U+67D9),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㘢,(U+3622),C,CJK_Extension_A,光,(U+5149),A,CJK_Unified_Ideographs,NS
㘣,(U+3623),C,CJK_Extension_A,圓,(U+5713),A,CJK_Unified_Ideographs,NS
㘤,(U+3624),C,CJK_Extension_A,淵,(U+6DF5),A,CJK_Unified_Ideographs,NS
㘥,(U+3625),Z,CJK_Extension_A,囮,(U+56EE),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㘦,(U+3626),C,CJK_Extension_A,功,(U+529F),A,CJK_Unified_Ideographs,NS
㘧,(U+3627),C,CJK_Extension_A,序,(U+5E8F),A,CJK_Unified_Ideographs,NS;hydzd
㘪,(U+362A),Z,CJK_Extension_A,耗,(U+8017),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㘫,(U+362B),C,CJK_Extension_A,境,(U+5883),A,CJK_Unified_Ideographs,NS
㘬,(U+362C),Z,CJK_Extension_A,物,(U+7269),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㘭,(U+362D),Z,CJK_Extension_A,坳,(U+5773),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㘯,(U+362F),Z,CJK_Extension_A,坊,(U+574A),A,CJK_Unified_Ideographs,NS
㘯,(U+362F),Z,CJK_Extension_A,場,(U+5834),A,CJK_Unified_Ideographs,MOE;twedu
㘱,(U+3631),Z,CJK_Extension_A,坍,(U+574D),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㘳,(U+3633),Z,CJK_Extension_A,丘,(U+4E18),A,CJK_Unified_Ideographs,MOE;hydzd;twedu
㘴,(U+3634),Z,CJK_Extension_A,坐,(U+5750),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㘵,(U+3635),Z,CJK_Extension_A,怖,(U+6016),A,CJK_Unified_Ideographs,NS
㘶,(U+3636),Z,CJK_Extension_A,桀,(U+6840),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㘷,(U+3637),Z,CJK_Extension_A,艾,(U+827E),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㘸,(U+3638),Z,CJK_Extension_A,坐,(U+5750),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㘹,(U+3639),Z,CJK_Extension_A,堲,(U+5832),B,CJK_Unified_Ideographs,MOE;NS;twedu
㘺,(U+363A),Z,CJK_Extension_A,垡,(U+57A1),C,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㘻,(U+363B),Z,CJK_Extension_A,堙,(U+5819),B,CJK_Unified_Ideographs,NS;hydzd
㘼,(U+363C),Z,CJK_Extension_A,拷,(U+62F7),A,CJK_Unified_Ideographs,NS
㘽,(U+363D),Z,CJK_Extension_A,在,(U+5728),A,CJK_Unified_Ideographs,MOE
㘽,(U+363D),Z,CJK_Extension_A,栽,(U+683D),A,CJK_Unified_Ideographs,NS;hydzd;unihan_semantic
㘿,(U+363F),C,CJK_Extension_A,涅,(U+6D85),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㙀,(U+3640),C,CJK_Extension_A,究,(U+7A76),A,CJK_Unified_Ideographs,NS
㙂,(U+3642),C,CJK_Extension_A,兌,(U+514C),A,CJK_Unified_Ideographs,NS
㙄,(U+3644),Z,CJK_Extension_A,陛,(U+965B),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㙅,(U+3645),Z,CJK_Extension_A,保,(U+4FDD),A,CJK_Unified_Ideographs,MOE;NS;twedu
㙇,(U+3647),C,CJK_Extension_A,琢,(U+7422),A,CJK_Unified_Ideographs,NS
㙈,(U+3648),C,CJK_Extension_A,琥,(U+7425),A,CJK_Unified_Ideographs,NS
㙉,(U+3649),Z,CJK_Extension_A,腆,(U+8146),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㙊,(U+364A),C,CJK_Extension_A,場,(U+5834),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㙋,(U+364B),Z,CJK_Extension_A,旗,(U+65D7),A,CJK_Unified_Ideographs,NS
㙍,(U+364D),Z,CJK_Extension_A,掇,(U+6387),B,CJK_Unified_Ideographs,NS
㙎,(U+364E),C,CJK_Extension_A,楲,(U+6972),C,CJK_Unified_Ideographs,NS
㙏,(U+364F),C,CJK_Extension_A,𥨍,(U+25A0D),C,CJK_Extension_B,NS;hydzd
㙐,(U+3650),C,CJK_Extension_A,垛,(U+579B),B,CJK_Unified_Ideographs,NS;hydzd
㙑,(U+3651),Z,CJK_Extension_A,宇,(U+5B87),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㙒,(U+3652),Z,CJK_Extension_A,野,(U+91CE),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㙓,(U+3653),C,CJK_Extension_A,堯,(U+582F),A,CJK_Unified_Ideographs,NS
㙔,(U+3654),Z,CJK_Extension_A,韓,(U+97D3),A,CJK_Unified_Ideographs,MOE;NS;hydzd
㙕,(U+3655),Z,CJK_Extension_A,塊,(U+584A),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㙖,(U+3656),Z,CJK_Extension_A,瑀,(U+7440),B,CJK_Unified_Ideographs,NS
㙗,(U+3657),Z,CJK_Extension_A,塊,(U+584A),A,CJK_Unified_Ideographs,NS
㙙,(U+3659),C,CJK_Extension_A,尨,(U+5C28),B,CJK_Unified_Ideographs,NS
㙚,(U+365A),Z,CJK_Extension_A,梓,(U+6893),A,CJK_Unified_Ideographs,NS
㙜,(U+365C),Z,CJK_Extension_A,臺,(U+81FA),A,CJK_Unified_Ideographs,MOE;NS;twedu
㙝,(U+365D),C,CJK_Extension_A,愶,(U+6136),B,CJK_Unified_Ideographs,NS
㙞,(U+365E),C,CJK_Extension_A,臬,(U+81EC),A,CJK_Unified_Ideographs,NS
㙠,(U+3660),C,CJK_Extension_A,曀,(U+66C0),B,CJK_Unified_Ideographs,NS;hydzd
