simp,simp_cp,trad,trad_cp,relation_type,simp_hits_norm,trad_hits_norm
𬱖,(U+2CC56),頔,(U+9814),opencc_s2t;unihan_simplified;unihan_traditional,0,467
𬲯,(U+2CCAF),䬲,(U+4B32),unihan_simplified;unihan_traditional,0,1
𬲮,(U+2CCAE),䬫,(U+4B2B),unihan_simplified;unihan_traditional,0,54
𬲦,(U+2CCA6),飤,(U+98E4),unihan_simplified;unihan_traditional,0,218
𬲥,(U+2CCA5),𩚅,(U+29685),unihan_simplified;unihan_traditional,0,116
𬲕,(U+2CC95),䭕,(U+4B55),unihan_simplified;unihan_traditional,0,5
𬲀,(U+2CC80),䬍,(U+4B0D),unihan_simplified;unihan_traditional,0,1
𬱼,(U+2CC7C),颽,(U+98BD),unihan_simplified;unihan_traditional,0,19
𬱠,(U+2CC60),頢,(U+9822),unihan_simplified;unihan_traditional,0,20
𬱵,(U+2CC75),颹,(U+98B9),unihan_simplified;unihan_traditional,0,1
𬱳,(U+2CC73),龥,(U+9FA5),unihan_simplified;unihan_traditional,0,3
𬱮,(U+2CC6E),䫜,(U+4ADC),unihan_simplified;unihan_traditional,0,4
𬱫,(U+2CC6B),顁,(U+9841),unihan_simplified;unihan_traditional,0,1
𬱪,(U+2CC6A),顊,(U+984A),unihan_simplified;unihan_traditional,0,15
𬱦,(U+2CC66),䫏,(U+4ACF),unihan_simplified;unihan_traditional,0,9
𬱥,(U+2CC65),𩒼,(U+294BC),unihan_simplified;unihan_traditional,0,3
𬱢,(U+2CC62),顐,(U+9850),unihan_simplified;unihan_traditional,0,2
𬱸,(U+2CC78),䬂,(U+4B02),unihan_simplified;unihan_traditional,0,1
𬢎,(U+2C88E),覩,(U+89A9),unihan_simplified;unihan_traditional,0,23883
𬢏,(U+2C88F),𧡪,(U+2786A),unihan_simplified;unihan_traditional,0,3
𬢓,(U+2C893),𧢍,(U+2788D),unihan_simplified;unihan_traditional,0,5
𬢕,(U+2C895),𧣴,(U+278F4),unihan_simplified;unihan_traditional,0,15
𬢪,(U+2C8AA),譸,(U+8B78),unihan_simplified;unihan_traditional,0,148
𬢯,(U+2C8AF),譻,(U+8B7B),unihan_simplified;unihan_traditional,0,3
𬢳,(U+2C8B3),謲,(U+8B32),unihan_simplified;unihan_traditional,0,2
𬣀,(U+2C8C0),讆,(U+8B86),unihan_simplified;unihan_traditional,0,3
𬣙,(U+2C8D9),訏,(U+8A0F),opencc_s2t;unihan_simplified;unihan_traditional,0,126
𬣚,(U+2C8DA),𧥣,(U+27963),unihan_simplified;unihan_traditional,0,32
𬣟,(U+2C8DF),䚵,(U+46B5),unihan_simplified;unihan_traditional,0,1
𬣠,(U+2C8E0),詌,(U+8A4C),unihan_simplified;unihan_traditional,0,4
𬣡,(U+2C8E1),諓,(U+8AD3),opencc_s2t;unihan_simplified;unihan_traditional,0,35
𬣢,(U+2C8E2),𧦭,(U+279AD),unihan_simplified;unihan_traditional,0,3
𬣣,(U+2C8E3),註,(U+8A3B),unihan_simplified;unihan_traditional,0,31266
𬬩,(U+2CB29),釴,(U+91F4),opencc_s2t;unihan_simplified;unihan_traditional,0,58
𬤀,(U+2C900),諕,(U+8AD5),unihan_simplified;unihan_traditional,0,134
𬣿,(U+2C8FF),䜎,(U+470E),unihan_simplified;unihan_traditional,0,9
𬣾,(U+2C8FE),諎,(U+8ACE),unihan_simplified;unihan_traditional,0,3
𬣽,(U+2C8FD),謰,(U+8B30),unihan_simplified;unihan_traditional,0,2
𬣼,(U+2C8FC),誏,(U+8A8F),unihan_simplified;unihan_traditional,0,2
𬣻,(U+2C8FB),誔,(U+8A94),unihan_simplified;unihan_traditional,0,10
𬣸,(U+2C8F8),䛞,(U+46DE),unihan_simplified;unihan_traditional,0,3
𬣤,(U+2C8E4),詃,(U+8A43),unihan_simplified;unihan_traditional,0,203
𬣵,(U+2C8F5),𧬻,(U+27B3B),unihan_simplified;unihan_traditional,0,1
𬣳,(U+2C8F3),詪,(U+8A6A),opencc_s2t;unihan_simplified;unihan_traditional,0,15
𬣲,(U+2C8F2),誁,(U+8A81),unihan_simplified;unihan_traditional,0,7
𬣱,(U+2C8F1),詶,(U+8A76),unihan_simplified;unihan_traditional,0,1304
𬣯,(U+2C8EF),䛘,(U+46D8),unihan_simplified;unihan_traditional,0,18
𬣮,(U+2C8EE),詺,(U+8A7A),unihan_simplified;unihan_traditional,0,782
𬣭,(U+2C8ED),譡,(U+8B61),unihan_simplified;unihan_traditional,0,208
𬣩,(U+2C8E9),詴,(U+8A74),unihan_simplified;unihan_traditional,0,9
𬣷,(U+2C8F7),誎,(U+8A8E),unihan_simplified;unihan_traditional,0,4
𬜸,(U+2C738),蘹,(U+8639),unihan_simplified;unihan_traditional,0,9
𬜯,(U+2C72F),䓣,(U+44E3),opencc_s2t;unihan_simplified;unihan_traditional,0,43
𬜨,(U+2C728),薉,(U+8589),unihan_simplified;unihan_traditional,0,271
𬜧,(U+2C727),蕟,(U+855F),unihan_simplified;unihan_traditional,0,17
𬜥,(U+2C725),葻,(U+847B),unihan_simplified;unihan_traditional,0,3
𬛼,(U+2C6FC),轝,(U+8F5D),unihan_simplified;unihan_traditional,0,497
𬛹,(U+2C6F9),䑗,(U+4457),unihan_simplified;unihan_traditional,0,15
𬢌,(U+2C88C),覟,(U+899F),unihan_simplified;unihan_traditional,0,4
𬙪,(U+2C66A),𦌾,(U+2633E),unihan_simplified;unihan_traditional,0,7
𬙝,(U+2C65D),罼,(U+7F7C),unihan_simplified;unihan_traditional,0,28
𬙏,(U+2C64F),𬙔,(U+2C654),unihan_simplified;unihan_traditional,0,1
𬙎,(U+2C64E),罏,(U+7F4F),unihan_simplified;unihan_traditional,0,946
𬙋,(U+2C64B),纕,(U+7E95),opencc_s2t;unihan_simplified;unihan_traditional,0,55
𬙊,(U+2C64A),纆,(U+7E86),opencc_s2t;unihan_simplified;unihan_traditional,0,87
𬙉,(U+2C649),繵,(U+7E75),unihan_simplified;unihan_traditional,0,6
𬙈,(U+2C648),繗,(U+7E57),unihan_simplified;unihan_traditional,0,3
𬚄,(U+2C684),䎘,(U+4398),unihan_simplified;unihan_traditional,0,2
𬢋,(U+2C88B),覜,(U+899C),unihan_simplified;unihan_traditional,0,22
𬢊,(U+2C88A),覗,(U+8997),unihan_simplified;unihan_traditional,0,16
𬡠,(U+2C860),𧟌,(U+277CC),unihan_simplified;unihan_traditional,0,4
𬡕,(U+2C855),𧜁,(U+27701),unihan_simplified;unihan_traditional,0,7
𬡓,(U+2C853),褺,(U+893A),unihan_simplified;unihan_traditional,0,247
𬡍,(U+2C84D),𧜣,(U+27723),unihan_simplified;unihan_traditional,0,1
𬡇,(U+2C847),褭,(U+892D),unihan_simplified;unihan_traditional,0,86
𬜿,(U+2C73F),蔮,(U+852E),unihan_simplified;unihan_traditional,0,3
𬠅,(U+2C805),蟷,(U+87F7),unihan_simplified;unihan_traditional,0,27
𬟽,(U+2C7FD),蝀,(U+8740),opencc_s2t;unihan_simplified;unihan_traditional,0,123
𬟪,(U+2C7EA),覤,(U+89A4),unihan_simplified;unihan_traditional,0,206
𬞟,(U+2C79F),蘋,(U+860B),opencc_s2t;unihan_simplified;unihan_traditional,0,601
𬞘,(U+2C798),藬,(U+85EC),unihan_simplified;unihan_traditional,0,1
𬞕,(U+2C795),蘭,(U+862D),unihan_simplified;unihan_traditional,0,34125
𬝴,(U+2C774),䕼,(U+457C),unihan_simplified;unihan_traditional,0,1
𬝯,(U+2C76F),薲,(U+85B2),unihan_simplified;unihan_traditional,0,4
𬠠,(U+2C820),蠈,(U+8808),unihan_simplified;unihan_traditional,0,14
𬦣,(U+2C9A3),𨇗,(U+281D7),unihan_simplified;unihan_traditional,0,3
𬦥,(U+2C9A5),䟺,(U+47FA),unihan_simplified;unihan_traditional,0,23
𬦧,(U+2C9A7),踚,(U+8E1A),unihan_simplified;unihan_traditional,0,7
𬦯,(U+2C9AF),𨁂,(U+28042),unihan_simplified;unihan_traditional,0,23
𬦵,(U+2C9B5),𨄰,(U+28130),unihan_simplified;unihan_traditional,0,2
𬧀,(U+2C9C0),蹡,(U+8E61),unihan_simplified;unihan_traditional,0,49
𬧃,(U+2C9C3),䠮,(U+482E),unihan_simplified;unihan_traditional,0,14
𬧚,(U+2C9DA),𨈀,(U+28200),unihan_simplified;unihan_traditional,0,12
𬧛,(U+2C9DB),𨈆,(U+28206),unihan_simplified;unihan_traditional,0,4
𬧩,(U+2C9E9),𨉹,(U+28279),unihan_simplified;unihan_traditional,0,2
𬨁,(U+2CA01),軞,(U+8EDE),unihan_simplified;unihan_traditional,0,1
𬨂,(U+2CA02),軝,(U+8EDD),opencc_s2t;unihan_simplified;unihan_traditional,0,1
𬨃,(U+2CA03),𨋁,(U+282C1),unihan_simplified;unihan_traditional,0,24
𬨄,(U+2CA04),軮,(U+8EEE),unihan_simplified;unihan_traditional,0,12
𬨆,(U+2CA06),䡗,(U+4857),unihan_simplified;unihan_traditional,0,2
𬤁,(U+2C901),䛬,(U+46EC),unihan_simplified;unihan_traditional,0,19
𬬨,(U+2CB28),釫,(U+91EB),unihan_simplified;unihan_traditional,0,9
𬬧,(U+2CB27),釬,(U+91EC),unihan_simplified;unihan_traditional,0,36
𬪩,(U+2CAA9),醲,(U+91B2),opencc_s2t;unihan_simplified;unihan_traditional,0,90
𬪨,(U+2CAA8),醆,(U+9186),unihan_simplified;unihan_traditional,0,40
𬪍,(U+2CA8D),鄮,(U+912E),unihan_simplified;unihan_traditional,0,810
𬩾,(U+2CA7E),郲,(U+90F2),unihan_simplified;unihan_traditional,0,7
𬩽,(U+2CA7D),鄩,(U+9129),opencc_s2t;unihan_simplified;unihan_traditional,0,18
𬨇,(U+2CA07),輆,(U+8F06),unihan_simplified;unihan_traditional,0,42
𬨓,(U+2CA13),轈,(U+8F48),unihan_simplified;unihan_traditional,0,1
𬨒,(U+2CA12),𨎩,(U+283A9),unihan_simplified;unihan_traditional,0,2
𬨐,(U+2CA10),𨍹,(U+28379),unihan_simplified;unihan_traditional,0,1
𬨏,(U+2CA0F),𨍐,(U+28350),unihan_simplified;unihan_traditional,0,1
𬨎,(U+2CA0E),輶,(U+8F36),opencc_s2t;unihan_simplified;unihan_traditional,0,143
𬨍,(U+2CA0D),輵,(U+8F35),unihan_simplified;unihan_traditional,0,16
𬨌,(U+2CA0C),䡟,(U+485F),unihan_simplified;unihan_traditional,0,3
𬨈,(U+2CA08),輓,(U+8F13),unihan_simplified;unihan_traditional,0,749
𬨔,(U+2CA14),䡶,(U+4876),unihan_simplified;unihan_traditional,0,1
𬤛,(U+2C91B),讇,(U+8B87),unihan_simplified;unihan_traditional,0,181
𬤙,(U+2C919),謼,(U+8B3C),unihan_simplified;unihan_traditional,0,214
𬤕,(U+2C915),𧪦,(U+27AA6),unihan_simplified;unihan_traditional,0,1
𬤒,(U+2C912),𧪞,(U+27A9E),unihan_simplified;unihan_traditional,0,3
𬤑,(U+2C911),䛿,(U+46FF),unihan_simplified;unihan_traditional,0,5
𬤐,(U+2C910),謌,(U+8B0C),unihan_simplified;unihan_traditional,0,385
𬤎,(U+2C90E),諠,(U+8AE0),unihan_simplified;unihan_traditional,0,1385
𬥶,(U+2C976),貱,(U+8CB1),unihan_simplified;unihan_traditional,0,2
𬤋,(U+2C90B),𧩪,(U+27A6A),unihan_simplified;unihan_traditional,0,6
𬤊,(U+2C90A),諟,(U+8ADF),opencc_s2t;unihan_simplified;unihan_traditional,0,118
𬤉,(U+2C909),䜋,(U+470B),unihan_simplified;unihan_traditional,0,3
𬤇,(U+2C907),諲,(U+8AF2),opencc_s2t;unihan_simplified;unihan_traditional,0,901
𬤆,(U+2C906),謴,(U+8B34),unihan_simplified;unihan_traditional,0,28
𬤅,(U+2C905),𧩦,(U+27A66),unihan_simplified;unihan_traditional,0,3
𬤄,(U+2C904),謲,(U+8B32),unihan_simplified;unihan_traditional,0,2
𬤂,(U+2C902),𧨾,(U+27A3E),unihan_simplified;unihan_traditional,0,3
𬤍,(U+2C90D),諻,(U+8AFB),unihan_simplified;unihan_traditional,0,6
𬥵,(U+2C975),䝯,(U+476F),unihan_simplified;unihan_traditional,0,3
𬥴,(U+2C974),𧵊,(U+27D4A),unihan_simplified;unihan_traditional,0,10
𬥈,(U+2C948),䫉,(U+4AC9),unihan_simplified;unihan_traditional,0,19
𬤰,(U+2C930),讙,(U+8B99),unihan_simplified;unihan_traditional,0,344
𬤯,(U+2C92F),𧮈,(U+27B88),unihan_simplified;unihan_traditional,0,11
𬤮,(U+2C92E),讚,(U+8B9A),unihan_simplified;unihan_traditional,0,72070
𬤭,(U+2C92D),譿,(U+8B7F),unihan_simplified;unihan_traditional,0,7
𬤜,(U+2C91C),𧬅,(U+27B05),unihan_simplified;unihan_traditional,0,2
𬤫,(U+2C92B),譹,(U+8B79),unihan_simplified;unihan_traditional,0,3
𬤩,(U+2C929),譺,(U+8B7A),unihan_simplified;unihan_traditional,0,74
𬤨,(U+2C928),譟,(U+8B5F),unihan_simplified;unihan_traditional,0,403
𬤦,(U+2C926),讉,(U+8B89),unihan_simplified;unihan_traditional,0,5
𬤥,(U+2C925),譔,(U+8B54),unihan_simplified;unihan_traditional,0,588
𬤤,(U+2C924),譄,(U+8B44),unihan_simplified;unihan_traditional,0,2
𬤢,(U+2C922),譐,(U+8B50),unihan_simplified;unihan_traditional,0,3
𬤝,(U+2C91D),譓,(U+8B53),opencc_s2t;unihan_simplified;unihan_traditional,0,24
𬤬,(U+2C92C),䜝,(U+471D),unihan_simplified;unihan_traditional,0,58
𱞠,U+317A0,𢤞,U-0002291E,,0,6
𱞰,U+317B0,𢥇,U-00022947,,0,10
𱟬,U+317EC,摺,U+647A,,0,575
𱟭,U+317ED,𢷄,U-00022DC4,,0,14
𱟸,U+317F8,揁,U+63C1,,0,54
𱟽,U+317FD,𢰸,U-00022C38,,0,4
𱠸,U+31838,𢷻,U-00022DFB,,0,16
𱣂,U+318C2,㮧,U+3BA7,,0,7
𱣄,U+318C4,𪳵,U-0002ACF5,,0,13
𱣇,U+318C7,檏,U+6A8F,,0,45
𱣘,U+318D8,𣟵,U-000237F5,,0,8
𱣚,U+318DA,槓,U+69D3,,0,8
𱣞,U+318DE,𣗼,U-000235FC,,0,13
𱣤,U+318E4,橺,U+6A7A,,0,7
𱣱,U+318F1,樌,U+6A0C,,0,3
𫜄,(U+2B704),鷷,(U+9DF7),opencc_s2t;unihan_simplified;unihan_traditional,0,1
𱥸,U+31978,濮,U+6FEE,,0,1074
𱦏,U+3198F,潨,U+6F68,,0,5
𱨚,U+31A1A,濭,U+6FED,,0,4
𱨸,U+31A38,𤄃,U-00024103,,0,24
𱩪,U+31A6A,灆,U+7046,,0,96
𱪵,U+31AB5,爐,U+7210,,0,15729
𱪿,U+31ABF,勲,U+52F2,,0,27
𱫜,U+31ADC,𤎽,U-000243BD,,0,1
𱰱,U+31C31,𤲍,U-00024C8D,,0,1
𱱗,U+31C57,癥,U+7665,,0,132
𱲒,U+31C92,盪,U+76EA,,0,1463
𱲥,U+31CA5,䁑,U+4051,,0,4
𱲦,U+31CA6,瞴,U+77B4,,0,3
𱲮,U+31CAE,䁺,U+407A,,0,3
𱳅,U+31CC5,𥍉,U-00025349,,0,22
𱤚,U+3191A,欄,U+6B04,,0,5783
𰸄,U+30E04,踼,U+8E3C,,0,79
𰽅,U+30F45,𮣮,U+2E8EE,,0,8
𰽤,U+30F64,鈌,U+920C,,0,65
𱅑,U+31151,駦,U+99E6,,0,1
𱎟,U+3139F,偒,U+5052,,0,12
𱎫,U+313AB,俹,U+4FF9,,0,67
𱏀,U+313C0,僫,U+50EB,,0,32
𱏂,U+313C2,𠐒,U-00020412,,0,17
𱏐,U+313D0,償,U+511F,,0,4101
𱏔,U+313D4,𫣻,U+2B8FB,,0,1
𱏩,U+313E9,㒯,U+34AF,,0,5
𱐙,U+31419,剷,U+5277,,0,217
𱒂,U+31482,啺,U+557A,,0,4
𱒦,U+314A6,嚋,U+568B,,0,7
𱒶,U+314B6,𭊳,U+2D2B3,,0,3
𱞕,U+31795,憳,U+61B3,,0,1
𱞎,U+3178E,憑,U+6191,,0,12763
𱞋,U+3178B,𢥈,U-00022948,,0,5
𱜤,U+31724,𢂿,U-000220BF,,0,28
𱜇,U+31707,嶺,U+5DBA,,0,18147
𱛴,U+316F4,𱜊,U+3170A,,0,1
𱛚,U+316DA,𡺱,U-00021EB1,,0,3
𱛓,U+316D3,巄,U+5DC4,,0,6
𱒸,U+314B8,𠽫,U-00020F6B,,0,1
𱛇,U+316C7,㠘,U+3818,,0,3
𱙄,U+31644,嬩,U+5B29,,0,3
𱙂,U+31642,婗,U+5A57,,0,4
𱖺,U+315BA,𪤑,U-0002A911,,0,2
𱔹,U+31539,𭋶,U+2D2F6,,0,14
𱔌,U+3150C,𭍌,U+2D34C,,0,47
𱓧,U+314E7,𡂺,U-000210BA,,0,7
𱓁,U+314C1,囌,U+56CC,,0,158
𱛍,U+316CD,崘,U+5D18,,0,331
𲂕,U+32095,譧,U+8B67,,0,7
𲂺,U+320BA,𧴲,U-00027D32,,0,25
𲂻,U+320BB,賏,U+8CCF,,0,125
𲂾,U+320BE,𧵑,U-00027D51,,0,6
𲂿,U+320BF,𧵛,U-00027D5B,,0,3
𲃄,U+320C4,賲,U+8CF2,,0,3
𲃜,U+320DC,𨄙,U-00028119,,0,2
𲃦,U+320E6,𨇱,U-000281F1,,0,3
𲃫,U+320EB,蹟,U+8E5F,,0,3459
𲄙,U+32119,𨊛,U-0002829B,,0,2
𲄧,U+32127,軁,U+8EC1,,0,39
𲅁,U+32141,𨊵,U-000282B5,,0,1
𲅗,U+32157,遉,U+9049,,0,8
𲆭,U+321AD,醻,U+91BB,,0,365
𲇰,U+321F0,釰,U+91F0,,0,531
𱳯,U+31CEF,碖,U+7896,,0,7
𲈝,U+3221D,鏴,U+93F4,,0,90
𲈜,U+3221C,鏳,U+93F3,,0,4
𲈛,U+3221B,鐘,U+9418,,0,17067
𲈚,U+3221A,鐛,U+941B,,0,1
𲈍,U+3220D,鎁,U+9381,,0,276
𲈈,U+32208,𨨠,U-00028A20,,0,3
𲈇,U+32207,𨨞,U-00028A1E,,0,19
𲇱,U+321F1,鈘,U+9218,,0,23
𲈀,U+32200,鐱,U+9431,,0,44
𲇾,U+321FE,𨨄,U-00028A04,,0,5
𲇻,U+321FB,銌,U+928C,,0,1
𲇸,U+321F8,鈱,U+9231,,0,15
𲇷,U+321F7,錬,U+932C,,0,6
𲇴,U+321F4,鈊,U+920A,,0,1
𲇳,U+321F3,䤝,U+491D,,0,1
𲇲,U+321F2,鏄,U+93C4,,0,5
𲈆,U+32206,鋿,U+92FF,,0,5
𱳹,U+31CF9,礑,U+7911,,0,1
𱴏,U+31D0F,𥕏,U-0002554F,,0,2
𱶂,U+31D82,𥣘,U-000258D8,,0,3
𱶌,U+31D8C,積,U+7A4D,,0,48776
𱶐,U+31D90,𥢒,U-00025892,,0,5
𱷕,U+31DD5,𥨊,U-00025A0A,,0,364
𱷷,U+31DF7,䉅,U+4245,,0,1
𱸗,U+31E17,𥷨,U-00025DE8,,0,1
𱸧,U+31E27,𥶇,U-00025D87,,0,1
𱸾,U+31E3E,糩,U+7CE9,,0,207
𱺙,U+31E99,𥿡,U-00025FE1,,0,1
𱺛,U+31E9B,䋘,U+42D8,,0,2
𱺞,U+31E9E,𦀽,U-0002603D,,0,82
𱺢,U+31EA2,𦀨,U-00026028,,0,3
𱺧,U+31EA7,練,U+7DF4,,0,12256
𲂔,U+32094,謶,U+8B36,,0,45
𲂐,U+32090,諵,U+8AF5,,0,86
𲂍,U+3208D,誩,U+8AA9,,0,20
𲂊,U+3208A,譁,U+8B41,,0,728
𲂉,U+32089,䛩,U+46E9,,0,7
𲂆,U+32086,䛅,U+46C5,,0,3
𲂅,U+32085,訯,U+8A2F,,0,1
𲂂,U+32082,訉,U+8A09,,0,5
𱺯,U+31EAF,䌨,U+4328,,0,2
𲁑,U+32051,覔,U+8994,,0,3577
𱽱,U+31F71,䕠,U+4560,,0,8
𱽪,U+31F6A,薗,U+8597,,0,435
𱽜,U+31F5C,蓻,U+84FB,,0,92
𱽚,U+31F5A,藥,U+85E5,,0,76213
𱽘,U+31F58,䕺,U+457A,,0,11
𱽗,U+31F57,蘆,U+8606,,0,7015
𱼸,U+31F38,䑺,U+447A,,0,5
𲁘,U+32058,𧡱,U-00027871,,0,2
𱍁,(U+31341),龏,(U+9F8F),unihan_simplified;unihan_traditional,0,3
𱍂,(U+31342),龖,(U+9F96),unihan_simplified;unihan_traditional,0,2
𱍈,(U+31348),龞,(U+9F9E),unihan_simplified;unihan_traditional,0,1
𲁖,(U+32056),覮,(U+89AE),unihan_simplified;unihan_traditional,0,5
㕯,U+356F,咼,U+54BC,,0,165
㚩,U+36A9,姌,U+59CC,,0,1
㧉,U+39C9,𭡾,U+2D87E,,0,6
䐂,U+4402,腞,U+815E,,0,6
䒣,U+44A3,苒,U+82D2,,0,300
䫇,U+4AC7,𩓿,U-000294FF,,0,12
䶷,U+4DB7,唲,U+5532,,0,26
䶸,U+4DB8,嚒,U+5692,,0,3
丬,U+4E2C,爿,U+723F,,0,453
撯,U+64AF,擆,U+64C6,,0,26
栃,U+6803,櫔,U+6AD4,,0,6
𰷣,U+30DE3,賛,U+8CDB,,0,946
𢖳,U-000225B3,𢛨,U-000226E8,,0,4
𡺎,U-00021E8E,巉,U+5DC9,,0,369
𡵌,U-00021D4C,嶬,U+5DAC,,0,14
𡵃,U-00021D43,𭗠,U+2D5E0,,0,1
𡩁,U-00021A41,寴,U+5BF4,,0,1
𡉱,U-00021271,㘱,U+3631,,0,9
𠯏,U-00020BCF,𠺪,U-00020EAA,,0,3
滣,U+6EE3,漘,U+6F18,,0,26
𠋂,U-000202C2,儳,U+5133,,0,46
𠊟,U-0002029F,僶,U+50F6,,0,153
𠄴,U-00020134,𩃸,U-000290F8,,0,2
醤,U+91A4,醬,U+91AC,,0,1219
蓤,U+84E4,蔆,U+8506,,0,67
茾,U+833E,𦼠,U-00026F20,,0,4
籶,U+7C76,𥼘,U-00025F18,,0,5
箉,U+7B89,𮅦,U+2E166,,0,3
𠯍,U-00020BCD,呥,U+5465,,0,1
𱋢,(U+312E2),𪍑,(U+2A351),unihan_simplified;unihan_traditional,0,28
𱋥,(U+312E5),𪍓,(U+2A353),unihan_simplified;unihan_traditional,0,2
𱋪,(U+312EA),䵂,(U+4D42),unihan_simplified;unihan_traditional,0,4
𱋫,(U+312EB),䵃,(U+4D43),unihan_simplified;unihan_traditional,0,13
𱋬,(U+312EC),𪍴,(U+2A374),unihan_simplified;unihan_traditional,0,1
𱋱,(U+312F1),黂,(U+9EC2),unihan_simplified;unihan_traditional,0,11
𱋾,(U+312FE),鼀,(U+9F00),unihan_simplified;unihan_traditional,0,6
𱋿,(U+312FF),鼁,(U+9F01),unihan_simplified;unihan_traditional,0,11
𱌃,(U+31303),䵷,(U+4D77),unihan_simplified;unihan_traditional,0,18
𱌄,(U+31304),鼅,(U+9F05),unihan_simplified;unihan_traditional,0,8
𱌆,(U+31306),鼆,(U+9F06),unihan_simplified;unihan_traditional,0,1
𱌇,(U+31307),鼈,(U+9F08),unihan_simplified;unihan_traditional,0,2235
𱌉,(U+31309),鼊,(U+9F0A),unihan_simplified;unihan_traditional,0,15
𱌊,(U+3130A),鼚,(U+9F1A),unihan_simplified;unihan_traditional,0,2
𱌏,(U+3130F),鼲,(U+9F32),unihan_simplified;unihan_traditional,0,12
𱌽,(U+3133D),齸,(U+9F78),unihan_simplified;unihan_traditional,0,4
𱌼,(U+3133C),𪙉,(U+2A649),unihan_simplified;unihan_traditional,0,19
𱌺,(U+3133A),齻,(U+9F7B),unihan_simplified;unihan_traditional,0,2
𱌹,(U+31339),齵,(U+9F75),unihan_simplified;unihan_traditional,0,27
𱌸,(U+31338),𪘥,(U+2A625),unihan_simplified;unihan_traditional,0,4
𱌷,(U+31337),𪘬,(U+2A62C),unihan_simplified;unihan_traditional,0,16
𱌶,(U+31336),齱,(U+9F71),unihan_simplified;unihan_traditional,0,10
𱌴,(U+31334),𪘨,(U+2A628),unihan_simplified;unihan_traditional,0,381
𱌖,(U+31316),齈,(U+9F48),unihan_simplified;unihan_traditional,0,19
𱌱,(U+31331),齥,(U+9F65),unihan_simplified;unihan_traditional,0,1
𱌰,(U+31330),䶧,(U+4DA7),unihan_simplified;unihan_traditional,0,82
𱌯,(U+3132F),齝,(U+9F5D),unihan_simplified;unihan_traditional,0,42
𱌮,(U+3132E),齣,(U+9F63),unihan_simplified;unihan_traditional,0,35
𱌬,(U+3132C),齚,(U+9F5A),unihan_simplified;unihan_traditional,0,107
𱌙,(U+31319),𪗋,(U+2A5CB),unihan_simplified;unihan_traditional,0,21
𱌘,(U+31318),齍,(U+9F4D),unihan_simplified;unihan_traditional,0,3
𱌗,(U+31317),齌,(U+9F4C),unihan_simplified;unihan_traditional,0,1
𱌲,(U+31332),齤,(U+9F64),unihan_simplified;unihan_traditional,0,1
𪱾,U-0002AC7E,檷,U+6AB7,,0,10
𪶳,U-0002ADB3,瀺,U+703A,,0,14
𪿱,U-0002AFF1,䃲,U+40F2,,0,11
𫒭,U-0002B4AD,𨰰,U-00028C30,,0,3
𫜿,U-0002B73F,愸,U+6138,,0,61
𫪉,U+2BA89,䨇,U+4A07,,0,105
𫫡,U+2BAE1,𭊭,U+2D2AD,,0,23
𫼪,U+2BF2A,摌,U+644C,,0,1
𬁠,U+2C060,曏,U+66CF,,0,43
𬍒,U+2C352,𬎌,U+2C38C,,0,1
𬧏,U+2C9CF,𮜝,U+2E71D,,0,3
𬨨,U+2CA28,過,U+904E,,0,302083
𬹳,U+2CE73,齎,U+9F4E,,0,4078
𬺪,U+2CEAA,𭸰,U+2DE30,,0,1
𬿜,U+2CFDC,㒂,U+3482,,0,2
𢚾,U-000226BE,愌,U+610C,,0,4
𰷟,U+30DDF,𧶽,U-00027DBD,,0,24
𰵟,U+30D5F,𧮧,U-00027BA7,,0,1
𰱃,U+30C43,鿀,U+9FC0,,0,2
𰫰,U+30AF0,𱺆,U+31E86,,0,1
𰫞,U+30ADE,䌬,U+432C,,0,1
𰪩,U+30AA9,䊯,U+42AF,,0,9
𰩱,U+30A71,𥬕,U-00025B15,,0,6
𭈄,U+2D204,𭍑,U+2D351,,0,18
𰐿,U+3043F,愓,U+6113,,0,218
𰋛,U+302DB,𡘷,U-00021637,,0,5
𰈥,U+30225,𭊕,U+2D295,,0,6
𰄝,U+3011D,𭃶,U+2D0F6,,0,5
𮣷,U+2E8F7,鐻,U+943B,,0,24
𭵊,U+2DD4A,爩,U+7229,,0,2
𭨶,U+2DA36,𮌲,U+2E332,,0,7
𭉧,U+2D267,𭍀,U+2D340,,0,3
𰔖,U+30516,擿,U+64FF,,0,1133
𢩻,U-00022A7B,𭢹,U+2D8B9,,0,2
𢪈,U-00022A88,抩,U+62A9,,0,2
𣲵,U-00023CB5,𣺦,U-00023EA6,,0,2
𣵗,U-00023D57,洖,U+6D16,,0,1
𣶇,U-00023D87,灑,U+7051,,0,12350
𣸨,U-00023E28,濙,U+6FD9,,0,49
𤆓,U-00024193,爌,U+720C,,0,16
𤏲,U-000243F2,𤏸,U-000243F8,,0,1
𤟘,U-000247D8,猭,U+732D,,0,32
𤥺,U-0002497A,瑍,U+744D,,0,64
𤸜,U-00024E1C,癢,U+7662,,0,1683
𥁡,U-00025061,盓,U+76D3,,0,2
𥔣,U-00025523,𥗪,U-000255EA,,0,1
𥘌,U-0002560C,禨,U+79A8,,0,37
𥱤,U-00025C64,𮆀,U+2E180,,0,6
𩿥,U-00029FE5,鸍,U+9E0D,,0,1
𩬘,U-00029B18,𩯨,U-00029BE8,,0,1
