docclass,title,author,geo,geo_latitude,geo_longitude,docclass,doc_category_l1,doc_category_l2,doc_category_l3,time_dynasty,date_not_before,date_not_after,metadata/title.hanzi,metadata/title.hanyupinyin,metadata/Name,metadata/Name.Hanyupinyin,metadata/Function,metadata/styles.hao,metadata/CourtesyName.zi,metadata/PosthumousTitle.shi,metadata/AuthorDates,metadata/TotalJuan,metadata/Genre1,metadata/Genre2,metadata/Genre3,metadata/Place,metadata/GISCode,,metadata/Notes
DZ1318,洞真太上三元流珠經,,,,,,Dongzhen Division,Scriptures ,,Tang,618,907,洞真太上三元流珠經,Dongzhen taishang sanyuan liuzhu jing ,,,,,,,,1,Dongzhen Division,Scriptures ,,,,,
DZ1319,洞真西王母寶神起居經,,,,,,Dongzhen Division,Scriptures ,,Tang,618,907,洞真西王母寶神起居經,Dongzhen xi wang mu baoshen qiju jing ,,,,,,,,1,Dongzhen Division,Scriptures ,,,,,
DZ1320,洞真太上八素真經精耀三景妙訣,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,Tang,618,907,洞真太上八素真經精耀三景妙訣,Dongzhen taishang basu zhenjing jingyao sanjing miaojue ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,
DZ1321,洞真太上八素真經修習功業妙訣,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,Tang,618,907,洞真太上八素真經修習功業妙訣,Dongzhen taishang basu zhenjing xiuxi gongye miaojue ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,
DZ1322,洞真太上八素真經三五行化妙訣,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,Tang,618,907,洞真太上八素真經三五行化妙訣,Dongzhen taishang basu zhenjing sanwu xinghua miaojue ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,
DZ1323,洞真太上八素真經服食日月皇華訣,,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin,317,420,洞真太上八素真經服食日月皇華訣,Dongzhen taishang basu zhenjing fushi riyue huanghua jue,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,"DZTK 142: It was probably joined to DZ426 Shangqing
taishang basu zhenjing",
DZ1324,洞真太上八素真經登壇符札妙訣,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Liturgy,Tang,618,907,洞真太上八素真經登壇符札妙訣,Dongzhen taishang basu zhenjing dengtan fuzha miaojue ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Liturgy,,,,
DZ1325,洞真太上八素真經占候入定妙訣,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,Tang,618,907,洞真太上八素真經占候入定妙訣,Dongzhen taishang basu zhenjing zhanhou ruding miaojue ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,
DZ1326,洞真上清龍飛九道尺素隱訣,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties ,220,589,洞真上清龍飛九道尺素隱訣,Dongzhen shangqing longfei jiudao chisu yinjue,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1327,洞真太上三九素語玉精真訣,,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,洞真太上三九素語玉精真訣,Dongzhen taishang sanjiu suyu yujing zhenjue,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,"DZTK 156: Shangqing apocryphal work, must have appeared sometime around the end of the fourth century (Shangqing revelation) and the beginning of the fifth century",
DZ1328,洞真太上八道命籍經,,,,,,Dongzhen Division,Scriptures ,,,,,洞真太上八道命籍經,Dongzhen taishang badao mingji jing ,,,,,,,,2,Dongzhen Division,Scriptures ,,,,,
DZ1329,太上九赤班符五帝內真經,楊羲,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin ,363,370,太上九赤班符五帝內真經,Taishang jiuchi banfu wudi neizhen jing,楊羲,Yang Xi,,,羲和,,330-386,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,DZTK 166: The present text belongs to the original Shangqing revelation,
DZ1330,洞真太一帝君太丹隱書洞真玄經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,洞真太一帝君太丹隱書洞真玄經,Dongzhen taiyi dijun taidan yinshu dongzhen xuanjing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1331,洞真上清神州七轉七變舞天經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,洞真上清神州七轉七變舞天經,Dongzhen shangqing shenzhou qizhuan qibian wutian jing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1332,洞真太上紫度炎光神元變經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,洞真太上紫度炎光神元變經,Dongzhen taishang zidu yanguang shenyuan bian jing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,DZTK 153: could date from beginning of 5th century.,
DZ1333,洞真太上神虎玉經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,洞真太上神虎玉經,Dongzhen taishang shenhu yujing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,DZTK 184: The text bears a colophon by Xu RONGDI,
DZ1334,洞真太上神虎隱文,楊羲,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin,363,370,洞真太上神虎隱文,Dongzhen taishang shenhu yinwen,楊羲,Yang Xi,,,羲和,,330-386,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,DZTK 167: This text is said to have been revealed to YANG XI inA.D. 365 (see 1016 Zhengao 1.12a),
DZ1335,洞真太上紫文丹章,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,洞真太上紫文丹章,Dongzhen taishang ziwen danzhang,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1336,洞真太上金篇虎符真文經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties ,220,589,洞真太上金篇虎符真文經,Dongzhen taishang jinpian hufu zhenwen jing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1337,洞真太微金虎真符,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,洞真太微金虎真符,Dongzhen taiwei jinhu zhenfu,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1338,洞真太上太素玉籙,,,,,,Dongzhen Division,The Shangqing Registers,,Tang,618,907,洞真太上太素玉籙,Dongzhen taishang taisu yulu ,,,,,,,,1,Dongzhen Division,The Shangqing Registers,,,,,
DZ1339,洞真八景玉籙晨圖隱符,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,洞真八景玉籙晨圖隱符,Dongzhen bajing yulu chentu yinfu,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1340,洞真太上倉元上錄,,,,,,Dongzhen Division,The Shangqing Registers,,Tang,618,907,洞真太上倉元上錄,Dongzhen taishang cangyuan shanglu ,,,,,,,,1,Dongzhen Division,The Shangqing Registers,,,,,
DZ1341,洞真太上上皇民籍定真玉籙,,,,,,Shangqing,Rituals and Rules,,,,,洞真太上上皇民籍定真玉籙,Dongzhen taishang shanghuang minji dingzhen yulu,,,,,,,,1,Shangqing,Rituals and Rules,,,,,
DZ1342,洞真太上紫書籙傳,,,,,,Dongzhen Division,Scriptures ,,Tang,618,907,洞真太上紫書籙傳,Dongzhen taishang zishu luchuan ,,,,,,,,1,Dongzhen Division,Scriptures ,,,,,
DZ1343,洞真黃書,,,,,,Way of the Heavenly Master,Rituals and Rules,,Third century?,,,洞真黃書,Dongzhen huangshu,,,,,,,,1,Way of the Heavenly Master,Rituals and Rules,,,,,
DZ1344,洞真太上說智慧消魔真經,,,,,,Dongzhen Division,Scriptures ,,Tang,618,907,洞真太上說智慧消魔真經,Dongzhen taishang shuo zhihui xiaomo zhenjing,,,,,,,,5,Dongzhen Division,Scriptures ,,,,,
DZ1345,洞真太上道君元丹上經,,,,,,Dongzhen Division,Scriptures ,,,,,洞真太上道君元丹上經,Dongzhen taishang daojun yuandan shangjing ,,,,,,,,1,Dongzhen Division,Scriptures ,,,,,
DZ1346,洞真金房度命籙字迴年三華寶曜內真上經,,,,,,Shangqing,Other Early Shangqing Scriptures,,Six Dynasties,220,589,洞真金房度命籙字迴年三華寶曜內真上經,Dongzhen jinfang duming luzi huinian sanhua baoyao neizhen shangjing ,,,,,,,,1,Shangqing,Other Early Shangqing Scriptures,,,,,
DZ1347,洞真太上上清內經,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,Tang,618,907,洞真太上上清內經,Dongzhen taishang shangqing neijing ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,
DZ1348,洞真太上丹景道精經,,,,,,Shangqing,Other Early Shangqing Scriptures,,Six Dynasties,220,589,洞真太上丹景道精經,Dongzhen taishang danjing daojing jing,,,,,,,,1,Shangqing,Other Early Shangqing Scriptures,,,,"DZTK 193: Although the title is borrowed from a Shangqing work (I359 Shangqing danjing daojing yindi bashu jing) , the present text (Ib) states that it is distinct from the latter. Therefore it is later.",
DZ1349,洞真太上青牙始生經,,,,,,Shangqing,Other Early Shangqing Scriptures,,Six Dynasties,220,589,洞真太上青牙始生經,Dongzhen taishang qingya shisheng jing,,,,,,,,1,Shangqing,Other Early Shangqing Scriptures,,,,,
DZ1350,洞真三天祕諱,,,,,,The Orthodox One Way of the Heavenly Master ,Miscellaneous ,,Tang,618,907,洞真三天祕諱,Dongzhen santian bihui ,,,,,,,,1,The Orthodox One Way of the Heavenly Master ,Miscellaneous ,,,,,
DZ1351,洞真太上飛行羽經九真昇玄上記,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,洞真太上飛行羽經九真昇玄上記,Dongzhen taishang feixing yujing jiuzhen shengxuan shangji ,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,DZTK 169: the present work is nowhere authenticated.,
DZ1352,洞真太上太霄琅書,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Liturgy,,,,洞真太上太霄琅書,Dongzhen taishang taixiao langshu ,,,,,,,,10,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Liturgy,,,,
DZ1353,上清道寶經,,,,,,Shangqing,Scriptures,,Song,960,1279,上清道寶經,Shangqing daobao jing ,,,,,,,,5,Shangqing,Scriptures,,,,,
DZ1354,上清太上開天龍蹻經,,,,,,Shangqing,Scriptures,,Song,960,1279,上清太上開天龍蹻經,Shangqing taishang kaitian longlie jing ,,,,,,,,5,Shangqing,Scriptures,,,,,
DZ1355,上清太上玉清隱書滅魔神慧高玄真經,,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin,317,420,上清太上玉清隱書滅魔神慧高玄真經,Shangqing taishang yuqing yinshu miemo shenhui gaoxuan zhenjing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,"DZTK 139: one of the Secret Scriptures of the Yuqing Heaven of the Shangqing school,",
DZ1356,上清高上滅魔玉帝神慧玉清隱書,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties ,220,589,上清高上滅魔玉帝神慧玉清隱書,Shangqing gaoshang miemo yudi shenhui yuqing yinshu,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1357,上清高上滅魔洞景金元玉清隱書經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,上清高上滅魔洞景金元玉清隱書經,Shangqing gaoshang miemo dongjing jinyuan yuqing yinshu jing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1358,上清高上金元羽章玉清隱書經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,上清高上金元羽章玉清隱書經,Shangqing gaoshang jinyuan yuzhang yuqing yinshu jing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1359,上清丹景道精隱地八術經,,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin,317,420,上清丹景道精隱地八術經,Shangqing danjing daojing yindi bashu jing,,,,,,,,2,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,"DZTK 157-8: mentioned by many of the original Shangqing texts. It may go back earlier, it mentions (2.4a-5a) more or less legendary persons who followed its practice, e.g. Liu Yi 劉翊 (A.D. 184; Hou Han shu 111).",
DZ1360,上清九天上帝祝百神內名經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin,317,420,上清九天上帝祝百神內名經,Shangqing jiutian shangdi zhu baishen neiming jing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,"DZTK 139: fragments of original Shangqing texts,",
DZ1361,上清七聖玄紀經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin,317,420,上清七聖玄紀經,Shangqing qisheng xuanji jing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,DZTK 179: fragment from the original version of I379,
DZ1362,上清太上迴元隱道除罪籍經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin,317,420,上清太上迴元隱道除罪籍經,Shangqing taishang huiyuan yindao chu zuiji jing ,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1363,上清太極真人撰所施行祕要經,,,,,,Dongzhen Division,Scriptures ,,Tang,618,907,上清太極真人撰所施行祕要經,Shangqing taiji zhenren zhuansuo shixing biyao jing ,,,,,,,,1,Dongzhen Division,Scriptures ,,,,,
DZ1364,上清洞真智慧觀身大戒文,,,,,,Shangqing,Rituals and Rules,,Six Dynasties,220,589,上清洞真智慧觀身大戒文,Shangqing dongzhen zhihui guanshen dajie wen,,,,,,,,1,Shangqing,Rituals and Rules,,,,,
DZ1365,上清元始譜錄太真玉訣,,,,,,Shangqing,Rituals and Rules,,Six Dynasties ,220,589,上清元始譜錄太真玉訣,Shangqing yuanshi pulu taizhen yujue,,,,,,,,1,Shangqing,Rituals and Rules,,,,DZTK 251: The work probably existed already in the fifth century,
DZ1366,上清天關三圖經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,上清天關三圖經,Shangqing tianguan santu jing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,"DZTK 164: the present text must date, at the latest, from the end of the fifth or the beginning of the sixth century",
DZ1367,上清河圖內玄經,,,,,,Dongzhen Division,Scriptures ,,Tang,618,907,上清河圖內玄經,Shangqing hetu neixuan jing ,,,,,,,,2,Dongzhen Division,Scriptures ,,,,,
DZ1368,上清迴神飛霄登空招五星上法經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,上清迴神飛霄登空招五星上法經,Shangqing huishen feixiao dengkong zhao wuxing shangfa jing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,"DZTK 154: Corresponds to DZ 1332, and Denghzhen yinjue lists as apocrypha",
DZ1369,上清化形隱景登昇保仙上經,,,,,,Dongzhen Division,Scriptures ,,,,,上清化形隱景登昇保仙上經,Shangqing huaxing yinjing dengsheng baoxian shangjing ,,,,,,,,1,Dongzhen Division,Scriptures ,,,,,
DZ1370,上清迴耀飛光日月精華上經,,,,,,Dongzhen Division,Scriptures ,,,,,上清迴耀飛光日月精華上經,Shangqing huiyao feiguang riyue jinghua shangjing ,,,,,,,,1,Dongzhen Division,Scriptures ,,,,,
DZ1371,上清素靈上篇,,,,,,Shangqing,Other Early Shangqing Scriptures,,Six Dynasties ,220,589,上清素靈上篇,Shangqing suling shangpian,,,,,,,,1,Shangqing,Other Early Shangqing Scriptures,,,,,
DZ1372,上清高上玉晨鳳臺曲素上經,楊羲,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin ,363,370,上清高上玉晨鳳臺曲素上經,Shangqing gaoshang yuchen fengtai qusu shangjing,楊羲,Yang Xi,,,羲和,,330-386,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,DZTK 168: is part of the original Shangqing revelations,
DZ1373,上清外國放品青童內文,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,上清外國放品青童內文,Shangqing waiguo fangpin qingtong neiwen,,,,,,,,2,Shangqing,Canonical Shangqing Scriptures,,,,DZTK,
DZ1374,上清諸真人授經時頌金真章,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Liturgy,Tang,618,907,上清諸真人授經時頌金真章,Shangqing zhu zhenren shoujing shi song jinzhen zhang ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Liturgy,,,,
DZ1375,上清無上金元玉清金真飛元步虛玉章,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Liturgy,Tang,618,907,上清無上金元玉清金真飛元步虛玉章,Shangqing wushang jinyuan yuqing jinzhen feiyuan buxu yuzhang ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Liturgy,,,,
DZ1376,上清太上帝君九真中經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,上清太上帝君九真中經,Shangqing taishang dijun jiuzhen zhongjing,,,,,,,,2,Shangqing,Canonical Shangqing Scriptures,,,,DZTK,
DZ1377,上清太上九真中經降生神丹訣,楊羲,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin,363,370,上清太上九真中經降生神丹訣,Shangqing taishang jiuzhen zhongjing jiangsheng shendan jue,楊羲,Yang Xi,,,羲和,,330-386,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,"DZTK 146: our text is composed
of several parts, all belonging to the original Shangqing revelation (364-370).",
DZ1378,上清金真玉光八景飛經,,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,上清金真玉光八景飛經,Shangqing jinzhen yuguang bajing feijing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,DZTK 141: colophon by Xu RONGDI (d. 435) It should therefore date to the beginning of the fifth century.,
DZ1379,上清玉帝七聖玄紀迴天九霄經,楊羲,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin,363,370,上清玉帝七聖玄紀迴天九霄經,Shangqing yudi qisheng xuanji huitian jiuxiao jing,楊羲,Yang Xi,,,羲和,,330-386,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,DZTK 178: belongs to the original Shangqing corpus,
DZ1380,上清太上黃素四十四方經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,上清太上黃素四十四方經,Shangqing taishang huangsu sishisi fang jing,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1381,上清明堂玄丹真經,,,,,,Shangqing,Anthologies,,Six Dynasties ,220,589,上清明堂玄丹真經,Shangqing mingtang xuandan zhenjing,,,,,,,,1,Shangqing,Anthologies,,,,,
DZ1382,上清九丹上化胎精中記經,楊羲,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin,363,370,上清九丹上化胎精中記經,Shangqing jiudan shanghua taijing zhongji jing,楊羲,Yang Xi,,,羲和,,330-386,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,DZTK 165: The present text is part of the original Shangqing revelations.,
DZ1383,上清太上元始耀光金虎鳳文章寶經,,,,,,Shangqing,Other Early Shangqing Scriptures,,Six Dynasties ,220,589,上清太上元始耀光金虎鳳文章寶經,Shangqing taishang yuanshi yaoguang jinhu fengwen zhang baojing,,,,,,,,1,Shangqing,Other Early Shangqing Scriptures,,,,DZTK 195: The present text has a colophon stating that it was transmitted in 365 to Xu Yuanyou. This colophon belongs to the kind that Xu RONGDI is reputed to have added to the scriptures he possessed or forged.,
DZ1384,上清太一帝君太丹隱書解胞十二結節圖訣,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,上清太一帝君太丹隱書解胞十二結節圖訣,Shangqing taiyi dijun taidan yinshu jiebao shier jiejie tujue,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ1385,上清洞真天寶大洞三景寶籙,,,,,,Dongzhen Division,The Shangqing Registers,,,,,上清洞真天寶大洞三景寶籙,Shangqing dongzhen tianbao dadong sanjing baolu,,,,,,,,2,Dongzhen Division,The Shangqing Registers,,,,,
DZ1386,上清大洞三景玉清隱書訣籙,,,,,,Dongzhen Division,The Shangqing Registers,,Tang,618,907,上清大洞三景玉清隱書訣籙,Shangqing dadong sanjing yuqing yinshu juelu,,,,,,,,1,Dongzhen Division,The Shangqing Registers,,,,,
DZ1387,上清元始高上玉皇九天譜錄,,,,,,Dongzhen Division,The Shangqing Registers,,Tang,618,907,上清元始高上玉皇九天譜錄,Shangqing yuanshi gaoshang yuhuang jiutian pulu,,,,,,,,1,Dongzhen Division,The Shangqing Registers,,,,,
DZ1388,上清金真玉皇上元九天真靈三百六十五部元錄,金明七真,,,,撰,Dongzhen Division,The Shangqing Registers,,Early Tang,618,763,上清金真玉皇上元九天真靈三百六十五部元錄,Shangqing jinzhen yuhuang shangyuan jiutian zhenling sanbai liushiwu bu yuanlu ,金明七真,Jinming Qizhen,撰,,,,,1,Dongzhen Division,The Shangqing Registers,,,,,
DZ1389,上清高聖太上大道君洞真金元八景玉錄,,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin ,317,420,上清高聖太上大道君洞真金元八景玉錄,Shangqing gaosheng taishang dadao jun dongzhen jinyuan bajing yulu,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,DZTK 140: colophon recording the transmission by the Ziwei furen  to YANG XI in A. D. 355,
DZ1390,上清洞天三五金剛玄籙儀經,,,,,,Dongzhen Division,Scriptures ,,Tang,618,907,上清洞天三五金剛玄籙儀經,Shangqing dongtian sanwu jin'gang xuanlu yijing ,,,,,,,,1,Dongzhen Division,Scriptures ,,,,,
DZ1391,上清瓊宮靈飛六甲錄,楊羲,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin,363,370,上清瓊宮靈飛六甲錄,Shangqing qionggong lingfei liujia lu,楊羲,Yang Xi,,,羲和,,330-386,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,DZTK 175:This text duplicates DZ 84,
DZ1392,上清曲素訣辭籙,,,,,,Dongzhen Division,The Shangqing Registers,,Tang,618,907,上清曲素訣辭籙,Shangqing qusu jueci lu ,,,,,,,,1,Dongzhen Division,The Shangqing Registers,,,,,
DZ1393,上清元始變化寶真上經九靈太妙龜山玄籙,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,上清元始變化寶真上經九靈太妙龜山玄籙,Shangqing yuanshi bianhua baozhen shangjing jiuling taimiao Guishan xuanlu,,,,,,,,3,Shangqing,Canonical Shangqing Scriptures,,,,DZTK 177: quotations in the encyclopedias WSBY and SDZN,
DZ1394,上清高上龜山玄籙,,,,,,Dongzhen Division,The Shangqing Registers,,Tang,618,907,上清高上龜山玄籙,Shangqing gaoshang Guishan xuanlu ,,,,,,,,1,Dongzhen Division,The Shangqing Registers,,,,,
DZ1395,上清大洞九微八道大經妙籙,,,,,,Dongzhen Division,The Shangqing Registers,,Tang,618,907,上清大洞九微八道大經妙籙,Shangqing dadong jiuwei badao dajing miaolu ,,,,,,,,1,Dongzhen Division,The Shangqing Registers,,,,,
DZ1396,上清河圖寶籙,,,,,,Dongzhen Division,The Shangqing Registers,,Tang,618,907,上清河圖寶籙,Shangqing hetu baolu ,,,,,,,,1,Dongzhen Division,The Shangqing Registers,,,,,
DZ1397,四斗二十八宿天帝大籙,,,,,,Zhengyi,Registers and Talismans,,,,,四斗二十八宿天帝大籙,Sidou ershiba xiu tiandi dalu ,,,,,,,,1,Zhengyi,Registers and Talismans,,,,,
DZ1398,大乘妙林經,,,,,,Lingbao,Scriptures,Medium-Length Scriptures,Early Tang,618,763,大乘妙林經,Dacheng miaolin jing ,,,,,,,,3,Lingbao,Scriptures,Medium-Length Scriptures,,,,
DZ1399,太上元寶金庭無為妙經,,,,,,Neidan and Yangsheng,General Works and Manuals,,,,,太上元寶金庭無為妙經,Taishang yuanbao jinting wuwei miaojing ,,,,,,,,1,Neidan and Yangsheng,General Works and Manuals,,,,,
DZ1400,上清黃庭養神經,,,,,,Yangsheng ,Miscellaneous Practices,,Tang,618,907,上清黃庭養神經,Shangqing huangting yangshen jing ,,,,,,,,1,Yangsheng ,Miscellaneous Practices,,,,,
DZ1401,太上黃庭中景經,李千乘,,,,注,Yangsheng ,Miscellaneous Practices,,Late Tang,764,907,太上黃庭中景經,Taishang huangting zhongjing jing ,李千乘,Li Qiancheng,注,,,,,1,Yangsheng ,Miscellaneous Practices,,,,,
DZ1402,上清黃庭五藏六府真人玉軸經,,,,,,Yangsheng ,Miscellaneous Practices,,Tang,618,907,上清黃庭五藏六府真人玉軸經,Shangqing huangting wuzang liufu zhenren yuzhou jing ,,,,,,,,1,Yangsheng ,Miscellaneous Practices,,,,,
DZ1403,上清僊府瓊林經,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,上清僊府瓊林經,Shangqing xianfu qionglin jing ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,
DZ1404,上清太極真人神仙經,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,Tang,618,907,上清太極真人神仙經,Shangqing taiji zhenren shenxian jing ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,
DZ1405,長生胎元神用經,,,,,,Yangsheng,Miscellaneous Practices,,Tang,618,907,長生胎元神用經,Changsheng taiyuan shenyong jing ,,,,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ1406,太上靈寶芝草品,,,,,,Medicine and Pharmacology,,,Song,960,1279,太上靈寶芝草品,Taishang lingbao zhicao pin ,,,,,,,,1,Medicine and Pharmacology,,,,,,
DZ1407,洞玄靈寶二十四生圖經,葛巢甫,句容,"31,9453","119,1717",,Lingbao Canon,Canonical Lingbao Scriptures,,,395,405,洞玄靈寶二十四生圖經,Dongxuan lingbao ershisi sheng tujing,葛巢甫,Ge Chaofu,,,,,402,1,Lingbao Canon,Canonical Lingbao Scriptures,,句容,PL000000011098,MSB Daterange,
DZ1408,玉清上宮科太真文,,,,,,Other Popular Cults,Popular Rites,,Ming,1368,1644,玉清上宮科太真文,Yuqing shanggong ke taizhen wen ,,,,,,,,1,Other Popular Cults,Popular Rites,,,,,
DZ1409,太上九真明科,,,,,,Shangqing,Rituals and Rules,,Six Dynasties,220,589,太上九真明科,Taishang jiuzhen mingke,,,,,,,,1,Shangqing,Rituals and Rules,,,,,
DZ1410,洞玄靈寶千真科,,,,,,Lingbao,Rituals and Rules ,,Seventh century,601,700,洞玄靈寶千真科,Dongxuan lingbao qianzhen ke ,,,,,,,,1,Lingbao,Rituals and Rules ,,,,,
DZ1411,洞玄靈寶長夜之府九幽玉匱明真科,葛巢甫,句容,"31,9453","119,1717",,Lingbao Canon,Canonical Lingbao Scriptures,,,395,405,洞玄靈寶長夜之府九幽玉匱明真科,Dongxuan lingbao changye zhi fu jiuyou yugui mingzhen ke,葛巢甫,Ge Chaofu,,,,,402,1,Lingbao Canon,Canonical Lingbao Scriptures,,句容,PL000000011098,MSB Daterange,
